,trend_following,mean_reversion,dual_momentum,breakout
2018-03-14,0.4012082236663527,0.1628067158295481,0.23600091251905392,0.19998414798504527
2018-03-15,0.4011835620077586,0.16277816839455364,0.23607484464288828,0.19996342495479952
2018-03-16,0.40116712917750946,0.1627330308385283,0.2360493958052049,0.2000504441787573
2018-03-19,0.40058865138054095,0.16248076394304492,0.23565014200811613,0.20128044266829806
2018-03-20,0.40053934819639997,0.1612284098808744,0.23428358837968857,0.203948653543037
2018-03-21,0.4011919647052355,0.16087056733227142,0.23402992131667977,0.20390754664581334
2018-03-22,0.4018130146677865,0.16080203696526083,0.23332006454160284,0.2040648838253499
2018-03-23,0.40841866135337446,0.14770205729230398,0.23690476150353565,0.2069745198507859
2018-03-26,0.41261795423083886,0.1389649381759679,0.23917102479630378,0.2092460827968894
2018-03-27,0.4184513673037574,0.12657036103985692,0.2426674669876923,0.21231080466869337
2018-03-28,0.4190756082114135,0.12536951811133035,0.24054057870936005,0.21501429496789615
2018-03-29,0.4216475004959223,0.12461255677775246,0.23945276054646175,0.21428718217986356
2018-04-02,0.4279607356217726,0.12347877746494339,0.23794060072674256,0.2106198861865413
2018-04-03,0.4290032194832506,0.12377603371143794,0.23606634863710918,0.21115439816820233
2018-04-04,0.42930114224596283,0.12383706353519511,0.23558828038530039,0.21127351383354173
2018-04-05,0.43662067530539583,0.12186659941337573,0.2334321780075893,0.20808054727363923
2018-04-06,0.4368505333819171,0.12185160908905804,0.23328042633793256,0.20801743119109234
2018-04-09,0.43771880016246856,0.12172775600560165,0.23067964167802552,0.20987380215390436
2018-04-10,0.43210515756791845,0.11879391420194532,0.226058470630171,0.22304245759996522
2018-04-11,0.4314036383505449,0.11804825524459987,0.22088269896475007,0.22966540744010513
2018-04-12,0.42672572857116636,0.11314291323246566,0.2129479808088796,0.24718337738748836
2018-04-13,0.4268144692167383,0.11310534001562468,0.21318425786953593,0.24689593289810113
2018-04-16,0.4268493152315505,0.11310525691149154,0.21315484710334415,0.24689058075361375
2018-04-17,0.4312117642387402,0.11219897827673316,0.21177900477421646,0.2448102527103101
2018-04-18,0.42807028678982223,0.11102725734109402,0.20956710368117276,0.251335352187911
2018-04-19,0.43012999731668083,0.11198342884302565,0.21222276644578,0.24566380739451357
2018-04-20,0.43077583271538744,0.11214711562483712,0.21205042322758505,0.24502662843219036
2018-04-23,0.43193034218083165,0.11202317460584056,0.21166406910990734,0.24438241410342043
2018-04-24,0.4326514677572542,0.1119969242245755,0.21143222630093111,0.2439193817172391
2018-04-25,0.4333971058240998,0.11218010804059902,0.2123961452578772,0.24202664087742404
2018-04-26,0.4334730606951332,0.1121326218142857,0.21238258080901534,0.24201173668156573
2018-04-27,0.4352501137353526,0.11073805965457696,0.21173630484923978,0.24227552176083064
2018-04-30,0.43446137445013727,0.10921263779948343,0.2093859483582646,0.2469400393921147
2018-05-01,0.43760111918851663,0.10819552211242943,0.20813307103626508,0.24607028766278888
2018-05-02,0.4345183986526166,0.1055993407165343,0.20276155513370156,0.25712070549714755
2018-05-03,0.43540897998872335,0.1054072014562728,0.20239665237742685,0.256787166177577
2018-05-04,0.4358439261067064,0.10549778939740398,0.20270847483912025,0.2559498096567695
2018-05-07,0.43692541124978,0.10569620255602795,0.20343716648237317,0.2539412197118188
2018-05-08,0.4369546134931999,0.1055491628034169,0.20359116705482824,0.2539050566485549
2018-05-09,0.43698835436953054,0.10556289781936185,0.20348303199695372,0.25396571581415384
2018-05-10,0.4384358150479814,0.10602406004491449,0.20438917056866934,0.2511509543384347
2018-05-11,0.4397876331008981,0.10608954048622854,0.2027600924096935,0.2513627340031798
2018-05-14,0.44573192396665307,0.10494986069008526,0.2011599737369448,0.2481582416063168
2018-05-15,0.4491309109267862,0.10322128346858168,0.19837806715845244,0.24926973844617964
2018-05-16,0.4514273147659724,0.10287729197485226,0.1967520993378266,0.24894329392134867
2018-05-17,0.4557447953442681,0.10228353158739178,0.19451815483782697,0.24745351823051326
