,portfolio
2008-08-14,1011995.2152954666
2008-08-15,1008603.5542451921
2008-08-18,1006541.458050515
2008-08-19,1004107.7959859759
2008-08-20,1006370.0395976168
2008-08-21,1012151.332529677
2008-08-22,1012016.8567791772
2008-08-25,1003566.7500711345
2008-08-26,1006495.5325858673
2008-08-27,1011067.2329392188
2008-08-28,1012576.333743409
2008-08-29,1009929.8296351613
2008-09-02,1006488.8085336876
2008-09-03,1009326.1474659734
2008-09-04,1000364.6318151325
2008-09-05,997069.9913380012
2008-09-08,1007137.6451479204
2008-09-09,999558.0251280587
2008-09-10,999545.1028392721
2008-09-11,1002859.063392004
2008-09-12,1001231.2328453928
2008-09-15,991611.3256394647
2008-09-16,1001405.9483512598
2008-09-17,990134.3082293546
2008-09-18,1005705.627277353
2008-09-19,1011289.2435890156
2008-09-22,995749.429210305
2008-09-23,996952.3661384587
2008-09-24,995930.3786067843
2008-09-25,998037.8268388814
2008-09-26,993651.5337227382
2008-09-29,993768.6627949339
2008-09-30,993885.8056740017
2008-10-01,992699.6773868463
2008-10-02,993963.4404922689
2008-10-03,995412.0248379438
2008-10-06,998274.3174012878
2008-10-07,997876.2852489898
2008-10-08,995668.1702118044
2008-10-09,994728.4243756447
2008-10-10,993911.732570881
2008-10-13,991559.0657005777
2008-10-14,990977.0453261675
2008-10-15,992464.5740373138
2008-10-16,991757.6611493657
2008-10-17,990561.5208683523
2008-10-20,992129.6034306394
2008-10-21,992974.6748468563
2008-10-22,995765.8005650482
2008-10-23,997114.7384723584
2008-10-24,995516.225167069
2008-10-27,995928.4096537819
2008-10-28,993974.8545962815
2008-10-29,993237.5953463097
2008-10-30,992288.0627710285
2008-10-31,990498.8483234998
2008-11-03,990912.6508206471
2008-11-04,993409.4530589017
2008-11-05,995059.6048430124
2008-11-06,994433.9764569567
2008-11-07,993715.6365466252
2008-11-10,994380.423062283
2008-11-11,994839.4086356893
2008-11-12,995741.9339753515
2008-11-13,993204.5388417852
2008-11-14,995417.7840795614
2008-11-17,996024.4422343706
2008-11-18,997355.0302272163
2008-11-19,1000063.9206076601
2008-11-20,1006487.0968356126
2008-11-21,1004244.987857802
2008-11-24,1001457.8275631523
2008-11-25,1006898.126847847
2008-11-26,1007242.2032294266
2008-11-28,1009633.5091989599
2008-12-01,1017231.8339534816
2008-12-02,1018120.3523967153
2008-12-03,1018742.0709899742
2008-12-04,1022884.5236429842
2008-12-05,1019534.2632229354
2008-12-08,1019164.4012513501
2008-12-09,1023348.591381763
2008-12-10,1022932.7205596158
2008-12-11,1023396.7674994735
2008-12-12,1023486.7936132632
2008-12-15,1025988.9801645665
2008-12-16,1031427.4803066328
2008-12-17,1037514.4630783857
2008-12-18,1042383.3114610153
2008-12-19,1042732.15710929
2008-12-22,1041045.2340140865
2008-12-23,1040777.8738476472
2008-12-24,1040391.2979356578
2008-12-26,1041238.4677242585
2008-12-29,1040916.1111433576
2008-12-30,1043334.0355964947
2008-12-31,1038406.6579320721
2009-01-02,1033110.6211134085
2009-01-05,1031151.7230514057
2009-01-06,1030799.6284975703
2009-01-07,1031122.7336991078
2009-01-08,1031136.871090192
2009-01-09,1031319.7914386167
2009-01-12,1031859.8092024189
2009-01-13,1032047.2911637857
2009-01-14,1032903.9715781873
2009-01-15,1033079.1557114605
2009-01-16,1032415.1520156588
2009-01-20,1032429.0517896226
2009-01-21,1031092.9832851164
2009-01-22,1030309.6315152451
2009-01-23,1030040.3534801978
2009-01-26,1029128.755028907
2009-01-27,1029675.3863812673
2009-01-28,1027851.6008968907
2009-01-29,1029751.0649989741
2009-01-30,1031932.8843287934
2009-02-02,1028812.5226460698
2009-02-03,1028754.4572718363
2009-02-04,1030016.1665969556
2009-02-05,1032223.2050707556
2009-02-06,1032097.7710617943
2009-02-09,1030069.0427208657
2009-02-10,1033217.7533129465
2009-02-11,1036814.8660699453
2009-02-12,1038001.3586136412
2009-02-13,1037309.4740571105
2009-02-17,1044694.6133245007
2009-02-18,1048317.9187588136
2009-02-19,1045287.9785038889
2009-02-20,1050559.6824818682
2009-02-23,1050706.6864277183
2009-02-24,1042657.2251420055
2009-02-25,1039092.2039955088
2009-02-26,1037491.0635633443
2009-02-27,1036853.6195690461
2009-03-02,1034078.5810645163
2009-03-03,1032733.5650558358
2009-03-04,1032036.2867055964
2009-03-05,1034396.1736198908
2009-03-06,1034709.8169545592
2009-03-09,1033530.3780165539
2009-03-10,1031827.5499976544
2009-03-11,1032717.2374946707
2009-03-12,1034191.851629833
2009-03-13,1034429.7745491877
2009-03-16,1034157.014628335
2009-03-17,1033693.9686921374
2009-03-18,1036026.7951418492
2009-03-19,1037024.290174706
2009-03-20,1036573.6196338607
2009-03-23,1035584.9380326361
2009-03-24,1034868.2666510416
2009-03-25,1035698.8702609577
2009-03-26,1035755.6912702741
2009-03-27,1034954.9790811167
2009-03-30,1034533.3716628513
2009-03-31,1034843.2652526461
2009-04-01,1035479.7319543974
2009-04-02,1033945.382856432
2009-04-03,1033877.1459806674
2009-04-06,1031814.0548570905
2009-04-07,1031520.5652088049
2009-04-08,1032406.3140048905
2009-04-09,1034346.9982599043
2009-04-13,1035697.2797004567
2009-04-14,1034676.9480430828
2009-04-15,1035125.150277497
2009-04-16,1034964.7166914004
2009-04-17,1034529.8528533549
2009-04-20,1033771.119957055
2009-04-21,1034649.6988549869
2009-04-22,1034974.4743649433
2009-04-23,1036621.2573961986
2009-04-24,1038204.244678742
2009-04-27,1037116.9400468958
2009-04-28,1036091.8803002232
2009-04-29,1037959.4021212828
2009-04-30,1037793.5977066417
2009-05-01,1038707.1966871277
2009-05-04,1045353.6660132468
2009-05-05,1044593.6102997415
2009-05-06,1046544.6993732215
2009-05-07,1044339.3242750831
2009-05-08,1046949.1543592248
2009-05-11,1045421.5105969933
2009-05-12,1046470.2037200491
2009-05-13,1043623.8157370128
2009-05-14,1044801.3946550816
2009-05-15,1044039.1948242472
2009-05-18,1047626.4549238218
2009-05-19,1048652.0806307364
2009-05-20,1049696.8401236075
2009-05-21,1049432.5034586084
2009-05-22,1050849.9598549353
2009-05-26,1053172.3973899162
2009-05-27,1051837.5975752794
2009-05-28,1057987.3263658478
2009-05-29,1062890.580646024
2009-06-01,1070357.366710129
2009-06-02,1069820.367425736
2009-06-03,1060999.9055127013
2009-06-04,1060128.7674480414
2009-06-05,1058134.7770989595
2009-06-08,1056443.2022818779
2009-06-09,1058210.5682087643
2009-06-10,1058757.1737048263
2009-06-11,1060394.8294553808
2009-06-12,1057803.3736099468
2009-06-15,1051982.8375266804
2009-06-16,1048339.0226374392
2009-06-17,1049989.6992597946
2009-06-18,1050348.6366888988
2009-06-19,1053757.9859071076
2009-06-22,1039841.0752289988
2009-06-23,1040751.529508293
2009-06-24,1044938.9667241488
2009-06-25,1050794.6510669824
2009-06-26,1050885.6722471763
2009-06-29,1051391.253304359
2009-06-30,1050478.315710687
2009-07-01,1051193.078423506
2009-07-02,1046958.0890000166
2009-07-06,1045308.2125425113
2009-07-07,1040180.4905530676
2009-07-08,1038532.9724774943
2009-07-09,1040417.1470331287
2009-07-10,1039661.0486451258
2009-07-13,1044150.2429101615
2009-07-14,1045537.7013505484
2009-07-15,1052090.1634662314
2009-07-16,1053360.7595373718
2009-07-17,1054478.7036190191
2009-07-20,1057210.5458544996
2009-07-21,1056629.2083234435
2009-07-22,1058336.0079380355
2009-07-23,1069393.8042006637
2009-07-24,1068835.5408417895
2009-07-27,1071480.6134227745
2009-07-28,1069193.6445335217
2009-07-29,1065477.3823435064
2009-07-30,1072759.5005603777
2009-07-31,1074675.6421150267
2009-08-03,1087224.1189420507
2009-08-04,1088520.3675933674
2009-08-05,1087565.5903256244
2009-08-06,1083624.9243044362
2009-08-07,1090505.4232784857
2009-08-10,1086361.9846123713
2009-08-11,1079327.5424330975
2009-08-12,1085094.1833834234
2009-08-13,1091416.8287116776
2009-08-14,1085189.7172541239
2009-08-17,1067237.8884431133
2009-08-18,1074605.4093040486
2009-08-19,1077838.9304333045
2009-08-20,1082686.410774564
2009-08-21,1090035.6138091679
2009-08-24,1090519.543386096
2009-08-25,1092007.2403150967
2009-08-26,1090969.599643129
2009-08-27,1092162.4139294177
2009-08-28,1091712.3451495506
2009-08-31,1086768.7062579822
2009-09-01,1070204.583936413
2009-09-02,1069910.191233061
2009-09-03,1079070.6695516675
2009-09-04,1089786.6172392915
2009-09-08,1100148.7259512157
2009-09-09,1098696.0569538274
2009-09-10,1103373.5230126136
2009-09-11,1104280.0635818604
2009-09-14,1106416.462937255
2009-09-15,1113204.1418990903
2009-09-16,1127665.3232286014
2009-09-17,1124697.2949043973
2009-09-18,1124414.2568937936
2009-09-21,1119340.2375539858
2009-09-22,1128723.541796331
2009-09-23,1118438.3652964896
2009-09-24,1105656.2466602232
2009-09-25,1104433.9110919372
2009-09-28,1120321.2593585378
2009-09-29,1118398.3858808593
2009-09-30,1119807.5126331872
2009-10-01,1103440.9765207672
2009-10-02,1103269.131398363
2009-10-05,1118028.980026788
2009-10-06,1130313.9542595502
2009-10-07,1130976.942761312
2009-10-08,1137102.5047691194
2009-10-09,1136644.3906029607
2009-10-12,1139816.262788866
2009-10-13,1139770.2131595649
2009-10-14,1152003.2654481395
2009-10-15,1147394.8768803626
2009-10-16,1142697.4197036745
2009-10-19,1152423.7385922214
2009-10-20,1144441.7342668043
2009-10-21,1146248.3829119164
2009-10-22,1154095.8958519832
2009-10-23,1148679.3577259544
2009-10-26,1137483.4514323873
2009-10-27,1131326.0933813902
2009-10-28,1104264.5321220753
2009-10-29,1126500.6787606832
2009-10-30,1103736.8794347479
2009-11-02,1109762.0973274002
2009-11-03,1114784.403630312
2009-11-04,1118163.2008154795
2009-11-05,1122280.0751860775
