,portfolio
2012-09-14,1280199.5286826899
2012-09-17,1272448.473056563
2012-09-18,1269939.7658004912
2012-09-19,1269341.0289594578
2012-09-20,1265611.4908503674
2012-09-21,1266089.086270696
2012-09-24,1264844.3255215106
2012-09-25,1257373.5422787557
2012-09-26,1252933.7215695996
2012-09-27,1260963.5739753232
2012-09-28,1255650.0881826575
2012-10-01,1256525.7404670862
2012-10-02,1257188.3267575507
2012-10-03,1258872.9882104564
2012-10-04,1260174.4137607417
2012-10-05,1257299.61589867
2012-10-08,1255966.8584090672
2012-10-09,1251747.2548222565
2012-10-10,1250733.4564634115
2012-10-11,1251862.7030964864
2012-10-12,1249880.8017580234
2012-10-15,1250094.7658451514
2012-10-16,1251582.9902087671
2012-10-17,1251339.8326223793
2012-10-18,1249755.8401893175
2012-10-19,1247908.76520189
2012-10-22,1248341.395111963
2012-10-23,1246288.2554375785
2012-10-24,1243661.4402312217
2012-10-25,1244192.601766488
2012-10-26,1245736.8552949002
2012-10-31,1246779.8647019258
2012-11-01,1247729.9520380897
2012-11-02,1246083.1754796903
2012-11-05,1247225.9337010405
2012-11-06,1248304.8312457362
2012-11-07,1250549.3141504042
2012-11-08,1252670.2215241196
2012-11-09,1253074.7538140689
2012-11-12,1253387.491801332
2012-11-13,1253247.9730464022
2012-11-14,1252172.7996797631
2012-11-15,1251090.0763895013
2012-11-16,1251847.1205718415
2012-11-19,1255061.7990377776
2012-11-20,1253310.837256674
2012-11-21,1253444.0856718007
2012-11-23,1254916.550590638
2012-11-26,1255455.4557534084
2012-11-27,1255497.4149018934
2012-11-28,1253795.6489424694
2012-11-29,1254360.1805594475
2012-11-30,1253253.8570065838
2012-12-03,1251034.9662327718
2012-12-04,1251797.6465781748
2012-12-05,1253451.6267143798
2012-12-06,1254894.8776396327
2012-12-07,1253035.259617154
2012-12-10,1254872.8560531503
2012-12-11,1257375.9749672448
2012-12-12,1258843.8269687747
2012-12-13,1257192.136625539
2012-12-14,1259080.6909710697
2012-12-17,1260613.5360170784
2012-12-18,1264595.8759512943
2012-12-19,1265281.4181799178
2012-12-20,1268263.1122707475
2012-12-21,1264132.0878571307
2012-12-24,1263124.8045733005
2012-12-26,1263907.226904762
2012-12-27,1266178.4174450797
2012-12-28,1263757.5179664707
2012-12-31,1274657.1114050185
2013-01-02,1287387.7515270854
2013-01-03,1283326.6629403925
2013-01-04,1285308.0833869332
2013-01-07,1282239.4237207093
2013-01-08,1278555.2056763507
2013-01-09,1280979.185155583
2013-01-10,1286581.7624768727
2013-01-11,1284958.0773527848
2013-01-14,1286327.855112782
2013-01-15,1285010.74602361
2013-01-16,1283848.7357121594
2013-01-17,1287675.3021635488
2013-01-18,1288651.3392382953
2013-01-22,1289585.047897202
2013-01-23,1287368.5867181185
2013-01-24,1287806.345132977
2013-01-25,1290078.0532953753
2013-01-28,1287644.5524528865
2013-01-29,1292714.664732941
2013-01-30,1291444.4534449081
2013-01-31,1290197.453447935
2013-02-01,1295276.5669508567
2013-02-04,1285866.7948324543
2013-02-05,1289618.381779708
2013-02-06,1289357.968072335
2013-02-07,1284810.80241143
2013-02-08,1289025.2754123071
2013-02-11,1289714.1266642709
2013-02-12,1291770.8638287962
2013-02-13,1293019.1101633005
2013-02-14,1291964.0137787794
2013-02-15,1289229.5211035542
2013-02-19,1293407.883584024
2013-02-20,1285615.5843038317
2013-02-21,1279986.2712608934
2013-02-22,1285167.743178989
2013-02-25,1274930.6269916045
2013-02-26,1277225.1581904786
2013-02-27,1281858.39044457
2013-02-28,1281189.191928475
2013-03-01,1281758.4880507416
2013-03-04,1282314.2035793916
2013-03-05,1285563.951108916
2013-03-06,1285248.387330316
2013-03-07,1285993.335400996
2013-03-08,1287622.1626412508
2013-03-11,1288263.9540213423
2013-03-12,1285542.5424916262
2013-03-13,1284529.21233753
2013-03-14,1287864.7174853464
2013-03-15,1286633.5228359886
2013-03-18,1282232.0196613
2013-03-19,1279958.3192788498
2013-03-20,1283960.0434809956
2013-03-21,1278553.7120166793
2013-03-22,1282847.0157049203
2013-03-25,1279969.7746179004
2013-03-26,1284947.8619572644
2013-03-27,1284520.6762896914
2013-03-28,1286311.5611015372
2013-04-01,1283149.200400221
2013-04-02,1286044.5588499506
2013-04-03,1281859.0916616346
2013-04-04,1286360.8588057403
2013-04-05,1284058.186056524
2013-04-08,1287333.8188519084
2013-04-09,1289656.3767805959
2013-04-10,1294905.2528455353
2013-04-11,1297403.2195376416
2013-04-12,1297197.781906445
2013-04-15,1286582.0727639175
2013-04-16,1294706.075065419
2013-04-17,1284090.3764633827
2013-04-18,1282284.1562600823
2013-04-19,1286505.3935824316
2013-04-22,1287878.8613427307
2013-04-23,1291444.3518308955
2013-04-24,1292675.9814082296
2013-04-25,1292957.4471505801
2013-04-26,1292556.3892621049
2013-04-29,1296227.466557811
2013-04-30,1299171.768363444
2013-05-01,1295919.810418315
2013-05-02,1300117.6031088147
2013-05-03,1303920.9818213503
2013-05-06,1305297.6513341328
2013-05-07,1306670.2589369328
2013-05-08,1309390.8594338275
2013-05-09,1306611.8383869145
2013-05-10,1308489.338654271
2013-05-13,1309402.0685900555
2013-05-14,1311424.2360961242
2013-05-15,1313945.4289140059
2013-05-16,1312021.650599407
2013-05-17,1315510.2518520774
2013-05-20,1316432.3021085046
2013-05-21,1317759.1998412297
2013-05-22,1311739.3684895372
2013-05-23,1308240.1710861344
2013-05-24,1306421.1902481173
2013-05-28,1307055.101102807
2013-05-29,1301964.3444326576
2013-05-30,1302528.1034856667
2013-05-31,1296302.506653693
2013-06-03,1298299.6184160858
2013-06-04,1294585.9613718262
2013-06-05,1289307.6516291953
2013-06-06,1293284.1840275791
2013-06-07,1297668.5341583565
2013-06-10,1297811.614235513
2013-06-11,1295966.4885047728
2013-06-12,1294401.5325158543
2013-06-13,1297550.8552911442
2013-06-14,1297447.6559817628
2013-06-17,1298288.9734053665
2013-06-18,1299303.2044440175
2013-06-19,1295710.0847124916
2013-06-20,1289870.400004891
2013-06-21,1289341.545212201
2013-06-24,1285648.1505136557
2013-06-25,1288891.5487468978
2013-06-26,1292406.2091476412
2013-06-27,1294372.6835752844
2013-06-28,1294184.5737543586
2013-07-01,1294652.0682276648
2013-07-02,1294689.4973959655
2013-07-03,1294451.6646827096
2013-07-05,1297540.4347659706
2013-07-08,1297535.3805568132
2013-07-09,1299214.7441815077
2013-07-10,1301353.7988392308
2013-07-11,1301114.1503865095
2013-07-12,1303375.9665241872
2013-07-15,1304598.3257061888
2013-07-16,1303442.464366397
2013-07-17,1305159.5222623153
2013-07-18,1307067.0005367594
2013-07-19,1306044.8419476678
2013-07-22,1305255.4281424896
2013-07-23,1303640.2344053392
2013-07-24,1302423.518772549
2013-07-25,1304610.9647831742
2013-07-26,1304359.4208941222
2013-07-29,1303522.1117130886
2013-07-30,1302973.239719
2013-07-31,1303461.309563788
2013-08-01,1307683.0349167488
2013-08-02,1309384.8558345102
2013-08-05,1309215.6391342243
2013-08-06,1307480.4406075159
2013-08-07,1306520.3223109322
2013-08-08,1308284.9075279387
2013-08-09,1307241.2005972117
2013-08-12,1306823.2709345762
2013-08-13,1309189.3556736475
2013-08-14,1307265.4819488705
2013-08-15,1300205.4408805976
2013-08-16,1299307.6548112207
2013-08-19,1296329.5172046782
2013-08-20,1299499.0850640628
2013-08-21,1296099.550186217
2013-08-22,1300553.376229944
2013-08-23,1303173.5119650983
2013-08-26,1302819.3058316964
2013-08-27,1296310.6278954223
2013-08-28,1295996.832139267
2013-08-29,1292425.2244607753
2013-08-30,1287787.506952514
2013-09-03,1294613.833175944
2013-09-04,1293288.878325359
2013-09-05,1292361.806530088
2013-09-06,1294059.8934251943
2013-09-09,1296327.5275316022
2013-09-10,1297337.914720322
2013-09-11,1298495.8957919797
2013-09-12,1297223.1665497092
2013-09-13,1298694.0336360468
2013-09-16,1299615.3660076384
2013-09-17,1300763.7161636462
2013-09-18,1308865.0542447376
2013-09-19,1308055.1255648863
2013-09-20,1303882.0663394881
2013-09-23,1303017.2647648838
2013-09-24,1301470.2117228124
2013-09-25,1300425.2945265018
2013-09-26,1303337.171181836
2013-09-27,1301322.5908099134
2013-09-30,1298018.3814323107
2013-10-01,1304001.2152662536
2013-10-02,1302799.2754076961
2013-10-03,1298192.774180098
2013-10-04,1301313.994038336
2013-10-07,1296774.2990360593
2013-10-08,1291182.3462084555
2013-10-09,1291027.2316037605
2013-10-10,1301451.5133353688
2013-10-11,1303302.4992079125
2013-10-14,1304986.1114097373
2013-10-15,1303036.167484526
2013-10-16,1307251.6169361183
2013-10-17,1311057.5418705642
2013-10-18,1315454.4481115015
2013-10-21,1316138.0862883064
2013-10-22,1319246.1864687274
2013-10-23,1315432.7270316153
2013-10-24,1317646.1866614004
2013-10-25,1319577.4822912482
2013-10-28,1319788.0549321254
2013-10-29,1321733.138899901
2013-10-30,1319390.0766264866
2013-10-31,1317098.5368803027
2013-11-01,1315831.4926095037
2013-11-04,1318792.0810271087
2013-11-05,1314851.2255052617
2013-11-06,1317840.827207447
2013-11-07,1309873.8730765283
2013-11-08,1318281.1354693733
2013-11-11,1317833.0923447316
2013-11-12,1316895.473596909
2013-11-13,1320365.8542903517
2013-11-14,1323697.4571887425
2013-11-15,1327030.1920029249
2013-11-18,1325019.8090526455
2013-11-19,1323812.4851739123
2013-11-20,1321723.7727375138
2013-11-21,1326177.213412722
2013-11-22,1328428.032817159
2013-11-25,1328130.4040115736
2013-11-26,1329019.0645434684
2013-11-27,1330987.8318052937
2013-11-29,1332176.022872324
2013-12-02,1329961.0084318852
2013-12-03,1328068.874902046
2013-12-04,1327857.2788030317
2013-12-05,1324877.9529187682
2013-12-06,1333312.4153264323
2013-12-09,1334985.4243609828
2013-12-10,1333996.8674258809
2013-12-11,1328403.412508622
2013-12-12,1326184.4974438406
2013-12-13,1325570.3790791498
2013-12-16,1330130.9021514535
2013-12-17,1328462.4684640379
2013-12-18,1336478.7375792037
2013-12-19,1335737.5903248542
2013-12-20,1338979.269345641
2013-12-23,1342642.5269023788
2013-12-24,1343371.3854146688
2013-12-26,1345406.7995078147
2013-12-27,1345567.544048061
2013-12-30,1345861.874577821
2013-12-31,1348433.61631713
2014-01-02,1342469.1951739858
2014-01-03,1341578.283017052
2014-01-06,1340361.2877879664
2014-01-07,1344194.2268781501
2014-01-08,1344584.7174305697
2014-01-09,1344122.0400530037
2014-01-10,1346720.2843685017
2014-01-13,1340711.5306958177
2014-01-14,1347586.2826440514
2014-01-15,1351130.772605776
2014-01-16,1350832.53634924
2014-01-17,1348689.9747290385
2014-01-21,1351788.6369141084
2014-01-22,1352549.7665891987
2014-01-23,1349684.1646943493
2014-01-24,1338126.1334018558
2014-01-27,1332031.5032994708
2014-01-28,1335468.4011796187
2014-01-29,1331503.9378828204
2014-01-30,1336141.089236592
2014-01-31,1331858.0416544233
2014-02-03,1329233.6462888008
2014-02-04,1329969.9522056219
2014-02-05,1329164.9274586388
2014-02-06,1332277.984121111
2014-02-07,1334760.3608986223
2014-02-10,1334730.4318371962
2014-02-11,1337057.1654857856
2014-02-12,1337244.1864131233
2014-02-13,1339322.4847177519
2014-02-14,1341745.8319095739
2014-02-18,1344732.9733523666
2014-02-19,1340025.0822058166
2014-02-20,1344284.2828105674
2014-02-21,1343423.3081606976
2014-02-24,1347871.3836001076
2014-02-25,1345881.0336689155
2014-02-26,1342431.3777196107
2014-02-27,1344784.2124928485
2014-02-28,1345004.6311705413
2014-03-03,1344789.7022176494
2014-03-04,1350945.1426287023
2014-03-05,1349455.1508836718
2014-03-06,1353202.4139536945
2014-03-07,1347759.5198483441
2014-03-10,1345817.4643457269
2014-03-11,1343960.5523669499
2014-03-12,1345214.5776651837
2014-03-13,1337391.7144152708
2014-03-14,1336473.1022508396
2014-03-17,1341934.8216551943
2014-03-18,1345914.1648005296
2014-03-19,1340886.3515947268
2014-03-20,1341324.4630397023
2014-03-21,1338738.01233329
2014-03-24,1335874.8615542944
2014-03-25,1338004.0486894073
2014-03-26,1333608.0842699825
2014-03-27,1332877.2550336502
2014-03-28,1333670.4297043926
2014-03-31,1338458.4006668874
2014-04-01,1341308.3156967047
2014-04-02,1341632.3408268397
2014-04-03,1341017.4079296826
2014-04-04,1339059.7937919272
2014-04-07,1337211.826061108
2014-04-08,1341142.091310995
2014-04-09,1346334.2703667043
2014-04-10,1340022.7963297577
2014-04-11,1337743.8642364456
2014-04-14,1338985.0583283945
2014-04-15,1342171.438612633
2014-04-16,1346645.810786132
2014-04-17,1345523.2270800394
2014-04-21,1346000.724418597
2014-04-22,1347180.6165035823
2014-04-23,1346611.1255100237
2014-04-24,1348458.0147373937
2014-04-25,1345607.1420322193
2014-04-28,1345914.0166290333
2014-04-29,1347724.9899100314
2014-04-30,1348900.6869030073
2014-05-01,1350791.0606514656
2014-05-02,1351674.2736886141
2014-05-05,1351121.6279454874
2014-05-06,1350207.2097389242
2014-05-07,1353262.6490050345
2014-05-08,1352647.9652787608
2014-05-09,1351946.155068049
2014-05-12,1353663.0768278034
2014-05-13,1354490.2989417564
2014-05-14,1356266.142202859
2014-05-15,1353511.208044985
2014-05-16,1357704.3834843207
2014-05-19,1356605.393171596
2014-05-20,1353535.189756925
2014-05-21,1354946.3311956588
2014-05-22,1355919.5157635417
2014-05-23,1359538.8977740544
2014-05-27,1361447.4633570109
2014-05-28,1361950.5406145302
2014-05-29,1363866.366646172
2014-05-30,1361810.254178042
2014-06-02,1361600.7530436583
2014-06-03,1359442.9578645567
2014-06-04,1358857.8322877788
2014-06-05,1365614.4953629586
2014-06-06,1368151.6455135257
2014-06-09,1366198.733081362
2014-06-10,1365369.1561985284
2014-06-11,1363832.1775011027
2014-06-12,1362943.6494521915
2014-06-13,1364192.6968548987
2014-06-16,1363245.9167560376
2014-06-17,1364243.8078513683
2014-06-18,1370007.4342082308
2014-06-19,1370113.5066972885
2014-06-20,1372061.957820777
2014-06-23,1369842.1886571306
2014-06-24,1370073.411761033
2014-06-25,1372222.294587383
2014-06-26,1371938.21498325
2014-06-27,1373920.9435395175
2014-06-30,1372852.912868023
2014-07-01,1376606.025561938
2014-07-02,1375726.111189797
2014-07-03,1376141.3678296339
2014-07-07,1375778.5720228138
2014-07-08,1374074.9644504066
2014-07-09,1377046.6151272608
2014-07-10,1376419.3561852132
2014-07-11,1378252.3331321557
2014-07-14,1378665.1179120562
2014-07-15,1376280.9398420095
2014-07-16,1378904.0440870689
2014-07-17,1371816.2778862943
2014-07-18,1380421.1649880295
2014-07-21,1380292.5231038257
2014-07-22,1384241.6166665093
2014-07-23,1385616.517034889
2014-07-24,1384171.330170472
2014-07-25,1384150.9995023883
2014-07-28,1386215.3716755253
2014-07-29,1384668.9151795297
2014-07-30,1380557.5105401855
2014-07-31,1366390.0106871058
2014-08-01,1365915.297492596
2014-08-04,1372520.0207674305
2014-08-05,1364345.4159589785
2014-08-06,1362606.83987305
2014-08-07,1362506.3211148772
2014-08-08,1367958.4282990692
2014-08-11,1372683.7088008933
2014-08-12,1371706.045123557
2014-08-13,1377843.4362332653
2014-08-14,1379576.312781039
2014-08-15,1380696.9515633113
2014-08-18,1383532.7744796954
2014-08-19,1384932.3009748773
2014-08-20,1385412.8029432145
2014-08-21,1385159.1020234947
2014-08-22,1383822.2314826406
2014-08-25,1386537.2588459335
2014-08-26,1388235.2432345776
2014-08-27,1390781.8787707682
2014-08-28,1388767.3540911782
2014-08-29,1390160.113439707
2014-09-02,1387981.2116100106
2014-09-03,1391752.8005316963
2014-09-04,1388841.3911533172
2014-09-05,1393904.4663173754
2014-09-08,1390880.2406253803
2014-09-09,1384888.3968629139
2014-09-10,1382476.477577697
2014-09-11,1382326.4250741168
2014-09-12,1372426.6855886881
2014-09-15,1370228.716914805
2014-09-16,1377592.7033736613
2014-09-17,1377244.8575823086
2014-09-18,1378020.0714929537
2014-09-19,1377236.2577205624
2014-09-22,1372951.7656409792
2014-09-23,1370394.2207496155
2014-09-24,1375420.7090570717
2014-09-25,1365994.6721201276
2014-09-26,1370204.5920704328
2014-09-29,1367535.9309872566
2014-09-30,1366015.728064362
2014-10-01,1361920.4970670512
2014-10-02,1360110.135145481
2014-10-03,1365178.9309417938
2014-10-06,1366297.3172503465
2014-10-07,1366185.7197268247
2014-10-08,1368066.210311078
2014-10-09,1364878.1708108452
2014-10-10,1366208.2610288928
2014-10-13,1366075.469317336
2014-10-14,1366026.0413935466
2014-10-15,1367561.9688544867
2014-10-16,1362885.62632249
2014-10-17,1365557.8405001783
2014-10-20,1366735.0471913947
2014-10-21,1367524.4737793917
2014-10-22,1367021.8776168134
2014-10-23,1366968.0149024988
2014-10-24,1368018.4862989737
2014-10-27,1368164.6200363643
2014-10-28,1369246.1935478193
2014-10-29,1368977.3890672699
2014-10-30,1370419.4794390455
2014-10-31,1373230.0459821352
2014-11-03,1374885.8592050073
2014-11-04,1374148.172256366
2014-11-05,1374968.0657798112
2014-11-06,1374834.9667726792
2014-11-07,1374717.9705182672
2014-11-10,1377323.557461017
2014-11-11,1377331.000352912
2014-11-12,1376118.3396539744
2014-11-13,1377985.3327728026
2014-11-14,1377104.3146504003
2014-11-17,1377770.330822883
2014-11-18,1381033.468888533
2014-11-19,1377792.8852092351
2014-11-20,1380094.2054199267
2014-11-21,1383329.3086019198
2014-11-24,1385715.4885155724
2014-11-25,1386202.9609143443
2014-11-26,1389393.357998079
2014-11-28,1390276.9827657326
2014-12-01,1385469.1557020743
2014-12-02,1386677.8529072213
2014-12-03,1388345.6238702354
2014-12-04,1389982.87643962
2014-12-05,1388343.283313679
2014-12-08,1389871.6359424882
2014-12-09,1393500.3133823583
2014-12-10,1388979.6364606132
2014-12-11,1391739.7540887434
2014-12-12,1387185.5554950244
2014-12-15,1380737.711284386
2014-12-16,1378903.93371563
2014-12-17,1384860.2852253816
2014-12-18,1384785.1965882208
2014-12-19,1387149.7038465433
2014-12-22,1390437.5650746333
2014-12-23,1386345.577198382
2014-12-24,1386203.7585016715
2014-12-26,1387505.6296111017
2014-12-29,1389359.8368259668
2014-12-30,1389150.6576615341
2014-12-31,1385659.6173290901
2015-01-02,1388185.1033947887
2015-01-05,1386448.8662284396
2015-01-06,1388785.9130333962
2015-01-07,1392628.674049127
2015-01-08,1392467.4915714513
2015-01-09,1395927.5499487745
2015-01-12,1398924.0409392468
2015-01-13,1398728.079777724
2015-01-14,1402417.7993166847
2015-01-15,1406931.5932873802
2015-01-16,1407581.8210610496
2015-01-20,1412408.7602239938
2015-01-21,1410199.3750079381
2015-01-22,1415622.9448136662
2015-01-23,1417635.2479429138
2015-01-26,1415319.5186391482
2015-01-27,1417996.490411271
2015-01-28,1419409.3419938474
2015-01-29,1413026.5341569462
2015-01-30,1412348.3991031784
2015-02-02,1411062.9910320363
2015-02-03,1406371.3587515615
2015-02-04,1405718.7890467232
2015-02-05,1404824.1886424893
2015-02-06,1398372.8978302944
2015-02-09,1397519.5061265284
2015-02-10,1397094.49584203
2015-02-11,1397066.1408349292
2015-02-12,1398097.4139217604
2015-02-13,1397492.17565261
2015-02-17,1396019.7162672943
2015-02-18,1397951.5426074662
2015-02-19,1395775.8892234904
2015-02-20,1398908.8374890196
2015-02-23,1401172.7038852843
2015-02-24,1400921.333819892
2015-02-25,1400955.39147162
2015-02-26,1399248.4567697397
2015-02-27,1399827.6900109693
2015-03-02,1400826.0388087248
2015-03-03,1399120.2903674566
2015-03-04,1397169.8319139977
2015-03-05,1397818.9999706105
2015-03-06,1389039.7992167517
2015-03-09,1391768.9848517883
2015-03-10,1386654.3806689936
2015-03-11,1385616.0786746184
2015-03-12,1389991.6355196384
2015-03-13,1388238.3665477836
2015-03-16,1393701.7026016137
2015-03-17,1394168.8742132238
2015-03-18,1400165.5221255657
2015-03-19,1399426.967513945
2015-03-20,1403822.3157787728
2015-03-23,1403283.3689342837
2015-03-24,1402517.792532381
2015-03-25,1396469.9114628707
2015-03-26,1394475.572252325
2015-03-27,1396841.993861953
2015-03-30,1402159.1891497402
2015-03-31,1399044.2690295037
2015-04-01,1399333.535974682
2015-04-02,1399545.527872682
2015-04-06,1401725.2034257334
2015-04-07,1400122.8760155353
2015-04-08,1403087.0870663275
2015-04-09,1401914.3622916183
2015-04-10,1403251.4081471907
2015-04-13,1401417.106242767
2015-04-14,1403406.3266948692
2015-04-15,1404830.9109810274
2015-04-16,1405397.324247237
2015-04-17,1400685.9881903173
2015-04-20,1402853.3757425412
2015-04-21,1404520.1106354622
2015-04-22,1405424.3691584961
2015-04-23,1407695.0078292203
2015-04-24,1410964.704876306
2015-04-27,1410518.846562434
2015-04-28,1409451.1765307288
2015-04-29,1402887.114529945
2015-04-30,1395729.76901137
2015-05-01,1400533.9242221012
2015-05-04,1400985.6801128527
2015-05-05,1394887.829976794
2015-05-06,1392470.9906426913
2015-05-07,1391507.1839347563
2015-05-08,1400690.9324704043
2015-05-11,1395612.2481191705
2015-05-12,1396895.185926735
2015-05-13,1397555.2474510742
2015-05-14,1402624.0206419611
2015-05-15,1404860.5395426601
2015-05-18,1403684.028082771
2015-05-19,1396239.6747397077
2015-05-20,1397251.9967379195
2015-05-21,1401857.1508481984
2015-05-22,1399708.2871845935
2015-05-26,1393109.9122282646
2015-05-27,1400345.0347180958
2015-05-28,1398795.0675975922
2015-05-29,1395587.2606389432
2015-06-01,1394875.4723008287
2015-06-02,1395613.4499012905
2015-06-03,1396998.1085803404
2015-06-04,1391818.3605745526
2015-06-05,1388703.8453007701
2015-06-08,1385805.592569252
2015-06-09,1384545.2322776415
2015-06-10,1393735.1385079562
2015-06-11,1395174.2460977964
2015-06-12,1392610.8298307087
2015-06-15,1391060.2161426786
2015-06-16,1392463.5038162654
2015-06-17,1392848.3696550722
2015-06-18,1396665.085385619
2015-06-19,1395377.4534797487
2015-06-22,1398590.1292418533
2015-06-23,1399095.1599723538
2015-06-24,1396771.8536345495
2015-06-25,1396143.7285997423
2015-06-26,1395611.5464349499
2015-06-29,1385681.0698876712
2015-06-30,1385610.3282845214
2015-07-01,1389551.3005639808
2015-07-02,1389871.3623127749
2015-07-06,1384826.766344839
2015-07-07,1384727.749251908
2015-07-08,1374418.4685219089
2015-07-09,1375952.3570824494
2015-07-10,1386855.4470863289
2015-07-13,1391977.7127361468
2015-07-14,1393784.7461600788
2015-07-15,1392736.0762795287
2015-07-16,1396394.5052381505
2015-07-17,1398014.4809617363
2015-07-20,1398394.4806044044
2015-07-21,1397826.5390129022
2015-07-22,1394123.0849304125
2015-07-23,1392155.7942358262
2015-07-24,1386979.8426581032
2015-07-27,1382174.119959357
2015-07-28,1388410.1089863877
2015-07-29,1391346.120681714
2015-07-30,1390703.4705009833
2015-07-31,1392014.9823953866
2015-08-03,1390048.697567028
2015-08-04,1389304.8751033403
2015-08-05,1390648.385643148
2015-08-06,1388292.8690578062
2015-08-07,1388768.7690999007
2015-08-10,1391967.5049130842
2015-08-11,1389362.1965910047
2015-08-12,1387374.6757781368
2015-08-13,1386964.4679008033
2015-08-14,1387945.0731746575
2015-08-17,1389118.0464677038
2015-08-18,1387500.8426458922
2015-08-19,1386284.213471932
2015-08-20,1381705.9128511269
2015-08-21,1371401.332438976
2015-08-24,1351093.1083288589
2015-08-25,1349929.756427243
2015-08-26,1350035.8405788348
2015-08-27,1350141.9330670438
2015-08-28,1350248.033892525
2015-08-31,1350354.143055933
2015-09-01,1350414.7908791334
2015-09-02,1350498.3826198725
2015-09-03,1350615.1616570787
2015-09-04,1350698.7471373132
2015-09-08,1350798.9312085195
2015-09-09,1350899.208353599
2015-09-10,1350983.454787995
2015-09-11,1351099.9325640223
2015-09-14,1351200.4013558356
2015-09-15,1351285.0252994113
2015-09-16,1351385.5956440114
2015-09-17,1351486.27709385
2015-09-18,1351586.9328380227
2015-09-21,1351702.9329164803
2015-09-22,1351803.6584775636
2015-09-23,1351889.3970232445
2015-09-24,1351990.1743486235
2015-09-25,1352090.9463322896
2015-09-28,1352205.5508427757
2015-09-29,1352307.1267234117
2015-09-30,1352396.2381653027
2015-10-01,1352510.5223328464
2015-10-02,1352613.2011650803
2015-10-05,1352706.020015495
2015-10-06,1352808.7565458461
2015-10-07,1353744.1981753448
2015-10-08,1351104.3643098495
2015-10-09,1352323.2271656517
2015-10-12,1352501.1562296317
2015-10-13,1352848.069905206
2015-10-14,1355134.1781006914
2015-10-15,1355007.8101812548
2015-10-16,1353326.488822382
2015-10-19,1351584.3841183907
2015-10-20,1353000.692101667
2015-10-21,1350583.5936990133
2015-10-22,1351494.200965721
2015-10-23,1351468.1293627322
2015-10-26,1351481.911719035
2015-10-27,1352154.8012298078
2015-10-28,1353118.8791307753
2015-10-29,1350401.7986093292
2015-10-30,1351412.2098214407
2015-11-02,1353247.1357674038
2015-11-03,1350745.8884642487
2015-11-04,1350600.9839442715
2015-11-05,1351118.0703247637
2015-11-06,1343569.710058491
2015-11-09,1341541.9827485096
2015-11-10,1342429.972678036
2015-11-11,1342118.9265067326
2015-11-12,1340405.322744153
2015-11-13,1337250.7153006394
2015-11-16,1339490.272992068
2015-11-17,1339693.6156530608
2015-11-18,1341723.3789476051
2015-11-19,1342423.965498153
2015-11-20,1343068.6603943626
2015-11-23,1343464.9369188342
2015-11-24,1343259.1885925955
2015-11-25,1343713.1699060465
2015-11-27,1344241.1284207567
2015-11-30,1344146.4569194051
2015-12-01,1345759.8204807746
2015-12-02,1343779.3946664373
2015-12-03,1339327.6596765784
2015-12-04,1343920.8914723531
2015-12-07,1343768.2802803626
2015-12-08,1343847.0353091785
2015-12-09,1341577.7239943508
2015-12-10,1341945.1623866358
2015-12-11,1340153.1987206242
2015-12-14,1340082.7902557582
2015-12-15,1340652.253907281
2015-12-16,1342075.4934090835
2015-12-17,1342559.202995955
2015-12-18,1342381.106015202
2015-12-21,1342641.9745417773
2015-12-22,1342591.6034687308
2015-12-23,1342809.0414652452
2015-12-24,1343161.561864009
2015-12-28,1343638.1425984097
2015-12-29,1343474.9315343716
2015-12-30,1342881.0082123224
2015-12-31,1341465.529315357
2016-01-04,1339652.4484453795
2016-01-05,1342657.327143681
2016-01-06,1342215.8207261022
2016-01-07,1336493.472827614
2016-01-08,1334089.2209281127
2016-01-11,1334138.402352647
2016-01-12,1335516.435138695
2016-01-13,1335719.0013606728
2016-01-14,1334747.7748144886
2016-01-15,1336235.9282551617
2016-01-19,1336442.3000675924
2016-01-20,1337433.3479533137
2016-01-21,1336181.2664194196
2016-01-22,1337031.7781139372
2016-01-25,1338043.6214197155
2016-01-26,1339520.33756271
2016-01-27,1338734.2394569493
2016-01-28,1338149.7679402223
2016-01-29,1341697.4731742311
2016-02-01,1341447.3156698688
2016-02-02,1346076.7757193444
2016-02-03,1345339.9136035214
2016-02-04,1348026.1534897115
2016-02-05,1350871.6529562585
2016-02-08,1358683.3848588297
2016-02-09,1358503.2958707567
2016-02-10,1361802.092795125
2016-02-11,1369618.5440948212
2016-02-12,1364868.979263823
2016-02-16,1358481.71962552
2016-02-17,1358059.4730423235
2016-02-18,1361126.6677117527
2016-02-19,1360558.8640600466
2016-02-22,1358637.94468468
2016-02-23,1359923.1052100775
2016-02-24,1360105.9586756406
2016-02-25,1360589.6667831528
2016-02-26,1359659.0945257586
2016-02-29,1360835.4056150229
2016-03-01,1359407.6603355287
2016-03-02,1360223.3849852988
2016-03-03,1361595.8308964288
2016-03-04,1360495.1299424034
2016-03-07,1361528.4084269837
2016-03-08,1361358.23437337
2016-03-09,1359483.941926915
2016-03-10,1362409.8918415112
2016-03-11,1358576.4001172548
2016-03-14,1356536.3339300028
2016-03-15,1356874.9733132333
2016-03-16,1362839.9768686322
2016-03-17,1364201.2999455535
2016-03-18,1363143.098370266
2016-03-21,1360570.9683673063
2016-03-22,1361421.9522969597
2016-03-23,1355456.2491040798
2016-03-24,1354745.6415705932
