symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,return_pct,holding_days,exit_reason,strategy
EEM,2012-03-21,2012-03-27,31.7763,32.09,9340,2870.8729722734365,0.009874049313476352,4,signal,mean_reversion
SPY,2012-03-23,2012-03-27,109.0491,110.8324,2717,4785.3220437568225,0.01635263298771661,2,signal,mean_reversion
XLE,2012-03-23,2012-03-27,21.8199,22.1906,13579,4974.102756838454,0.0169895297818643,2,signal,mean_reversion
XLV,2012-03-23,2012-03-27,29.0313,29.5492,10206,5225.927231701364,0.017839457147164284,2,signal,mean_reversion
IWM,2012-04-10,2012-04-13,66.1302,66.4444,4561,1372.351901258087,0.0047504118297132525,3,signal,mean_reversion
SPY,2012-04-10,2012-04-13,107.9768,108.2754,2793,773.8307410892543,0.002766206271649363,3,signal,mean_reversion
XLE,2012-04-10,2012-04-13,21.1711,21.1317,14248,-621.8979826411695,-0.0018618662705504052,3,signal,mean_reversion
XLF,2012-04-10,2012-04-13,9.5885,9.6918,31445,3186.3229998064476,0.010768899447712421,3,signal,mean_reversion
XLF,2012-04-24,2012-04-25,9.4693,9.6291,32014,5054.543117031647,0.01687505340759099,1,signal,mean_reversion
QQQ,2012-04-24,2012-04-26,57.5657,58.8184,5266,6535.412985533577,0.02176116950874274,2,signal,mean_reversion
XLK,2012-04-24,2012-04-26,12.0905,12.403,25073,7775.359015932135,0.025851608905252732,2,signal,mean_reversion
EEM,2012-05-07,2012-05-17,30.3854,27.9406,10146,-24864.238592370977,-0.08045999999999986,9,stop,mean_reversion
IWM,2012-05-07,2012-05-18,65.1704,61.7409,4730,-16281.637421783405,-0.05262384022801714,10,time,mean_reversion
QQQ,2012-05-07,2012-05-18,56.9897,53.8342,5409,-17127.805708440494,-0.055368887525130916,10,time,mean_reversion
SPY,2012-05-07,2012-05-18,106.8497,101.4491,2883,-15629.817743678039,-0.05054337788963459,10,time,mean_reversion
QQQ,2012-05-21,2012-05-22,53.9944,55.4986,5359,8002.021901859856,0.027857357885005207,1,signal,mean_reversion
SPY,2012-05-21,2012-05-22,101.8794,103.4587,2840,4426.922179069599,0.015501759114154634,1,signal,mean_reversion
XLK,2012-05-21,2012-05-22,11.4697,11.7537,25231,7108.219919757327,0.02476508090374807,1,signal,mean_reversion
XLF,2012-05-18,2012-05-23,8.7728,8.7013,32319,-2366.015802524691,-0.00814575063131373,3,signal,mean_reversion
QQQ,2012-06-04,2012-06-07,53.6843,55.9324,5485,12270.719984844833,0.04187637609369932,3,signal,mean_reversion
SPY,2012-06-04,2012-06-07,100.494,104.3657,2930,11284.315884601725,0.03852757580950894,3,signal,mean_reversion
XLK,2012-06-04,2012-06-07,11.3697,11.8328,25899,11934.179963429422,0.04073254588827413,3,signal,mean_reversion
XLV,2012-06-04,2012-06-07,28.1823,29.0023,10440,8500.55846023036,0.02909440242591188,3,signal,mean_reversion
IWM,2012-07-11,2012-07-16,66.018,66.143,4637,518.7186216931899,0.0018946544492575157,3,signal,mean_reversion
QQQ,2012-07-11,2012-07-16,56.2147,56.1142,5446,-608.8231193324287,-0.0017888524714061438,3,signal,mean_reversion
SPY,2012-07-11,2012-07-16,105.5937,106.4549,2899,2435.2720912479012,0.008156202261651035,3,signal,mean_reversion
XLF,2012-07-11,2012-07-16,9.0482,9.2723,33819,7514.313455610818,0.02475884047111898,3,signal,mean_reversion
IWM,2012-07-24,2012-07-27,64.8205,64.656,4774,-847.1040317746955,-0.0025376762529184527,3,signal,mean_reversion
SPY,2012-07-25,2012-07-27,105.5937,107.5946,2913,5766.647061649732,0.018949463706970482,2,signal,mean_reversion
XLF,2012-07-23,2012-07-27,8.8969,9.1904,34720,10126.43498595079,0.03298542985510977,4,signal,mean_reversion
XLV,2012-07-24,2012-07-27,30.1291,30.4018,10271,2738.8145148585695,0.009051332154430547,3,signal,mean_reversion
IWM,2012-08-24,2012-08-28,66.8079,67.2646,4700,2083.1558934040877,0.006834995746138883,2,signal,mean_reversion
SPY,2012-08-24,2012-08-30,110.393,110.7464,2844,942.2624275847047,0.0032015600327681693,4,signal,mean_reversion
EEM,2012-08-24,2012-09-07,29.6916,29.9521,10576,2691.643279368034,0.008772484897979771,9,signal,mean_reversion
QQQ,2012-08-31,2012-09-07,60.5758,61.5534,5178,4998.935309860614,0.01613897067343384,4,signal,mean_reversion
SPY,2012-08-31,2012-09-07,111.1641,113.1909,2822,5656.300321610771,0.01823245897535286,4,signal,mean_reversion
XLE,2012-08-31,2012-09-07,21.8549,22.1265,14354,3836.3769944480005,0.012430499245924764,4,signal,mean_reversion
EEM,2012-09-26,2012-09-28,30.5257,30.8597,10434,3421.3208361849015,0.010942904929021502,2,signal,mean_reversion
QQQ,2012-09-26,2012-09-28,61.1672,61.3196,5207,729.9091864196097,0.00249197420183922,2,signal,mean_reversion
XLF,2012-09-24,2012-10-02,9.9533,9.9686,32115,429.1134415658711,0.0015426044605333367,6,signal,mean_reversion
IWM,2012-09-26,2012-10-03,69.9985,70.0037,4550,-40.42330470503746,7.308691594576366e-05,5,signal,mean_reversion
QQQ,2012-10-10,2012-10-16,59.8934,59.8603,5362,-242.04438007887828,-0.0005537387559171325,4,signal,mean_reversion
SPY,2012-10-10,2012-10-16,114.0434,114.3878,2816,905.2820635413794,0.0030192104741861847,4,signal,mean_reversion
XLK,2012-10-10,2012-10-16,12.6789,12.6327,25310,-1234.4499285823495,-0.0036471570671274822,4,signal,mean_reversion
IWM,2012-10-10,2012-10-17,69.0135,69.57,4653,2524.8606052573937,0.008063483673045102,5,signal,mean_reversion
IWM,2012-10-24,2012-11-01,68.2037,68.2356,4698,85.80743811956529,0.0004678426713204953,4,signal,mean_reversion
QQQ,2012-10-22,2012-11-02,58.4772,58.8815,5504,2160.5520127538816,0.006913431560191752,7,signal,mean_reversion
SPY,2012-10-24,2012-11-02,112.2637,113.5344,2854,3561.938211589875,0.011318269133360648,5,signal,mean_reversion
XLK,2012-10-22,2012-11-02,12.301,12.3474,26168,1150.6856797053717,0.0037751421033023203,7,signal,mean_reversion
XLV,2012-11-08,2012-11-19,31.6737,31.4739,10227,-2108.036234119866,-0.006308387019428485,7,signal,mean_reversion
SPY,2012-11-09,2012-11-20,108.8546,109.7652,2969,2638.5148668981738,0.008364827379581774,7,signal,mean_reversion
XLF,2012-11-15,2012-11-20,9.5924,9.8231,33463,7657.396687896893,0.02405799059063729,3,signal,mean_reversion
IWM,2012-12-31,2013-01-02,69.6028,72.6288,4705,14170.638112634686,0.04347595926142356,1,signal,mean_reversion
SPY,2012-12-31,2013-01-02,111.2517,115.4775,2940,12357.379418893526,0.03798471720119889,1,signal,mean_reversion
XLE,2012-12-28,2013-01-02,21.8267,22.5179,14927,10251.706612961852,0.031668773323844546,2,signal,mean_reversion
XLV,2012-12-27,2013-01-02,32.1994,32.755,10150,5573.441748577278,0.01725508052602609,3,signal,mean_reversion
EEM,2013-01-25,2013-01-30,33.1414,33.0559,10200,-940.0988070216795,-0.0025812666955977726,3,signal,mean_reversion
EEM,2013-02-08,2013-02-13,32.7217,33.0933,10332,3771.3078206110076,0.011356186442291749,3,signal,mean_reversion
EEM,2013-02-22,2013-02-28,32.5119,32.4868,10436,-328.8003622719341,-0.0007691498580317813,4,signal,mean_reversion
QQQ,2013-02-22,2013-02-28,59.8777,60.1758,5666,1620.8713469228792,0.0049780646019690344,4,signal,mean_reversion
XLV,2013-03-19,2013-03-21,36.03,36.1961,9375,1489.9598637641218,0.004611484459491999,2,signal,mean_reversion
EEM,2013-03-14,2013-03-27,32.3245,31.6333,10519,-7337.72472985751,-0.021382332142431237,9,signal,mean_reversion
IWM,2013-04-02,2013-04-09,79.1883,78.1475,4279,-4520.901673183523,-0.0131433395659043,5,signal,mean_reversion
XLE,2013-04-04,2013-04-09,23.9512,24.1846,14079,3218.384890279004,0.009745163109525334,3,signal,mean_reversion
EEM,2013-04-04,2013-04-10,31.3202,31.7381,10766,4431.526928364322,0.013343726044951376,4,signal,mean_reversion
XLK,2013-04-08,2013-04-10,12.6174,12.7743,26799,4135.843484835259,0.012432630590547777,2,signal,mean_reversion
IWM,2013-04-16,2013-04-23,76.6804,77.2702,4447,2554.30891041429,0.00769146078821481,5,signal,mean_reversion
XLE,2013-04-16,2013-04-23,23.4546,23.4591,14541,-3.23574711162631,0.00019053154527126637,5,signal,mean_reversion
XLV,2013-05-02,2013-05-03,38.1994,38.6383,8954,3861.3240994870107,0.011490343047579676,1,signal,mean_reversion
XLK,2013-05-28,2013-05-29,13.5886,13.4225,25307,-4272.1068849270505,-0.012224211075795077,1,signal,mean_reversion
EEM,2013-05-23,2013-06-06,31.6874,30.6225,10838,-11608.859496964493,-0.033606210904915224,10,time,mean_reversion
QQQ,2013-06-06,2013-06-10,64.7745,65.9474,5235,6071.893382613435,0.018108008621632976,2,signal,mean_reversion
SPY,2013-06-06,2013-06-10,128.9813,132.1377,2629,8229.503152109028,0.02447169091955037,2,signal,mean_reversion
XLE,2013-06-03,2013-06-10,25.0778,25.3194,13619,3221.6965177023867,0.009633954305552583,5,signal,mean_reversion
QQQ,2013-06-24,2013-06-27,62.908,64.0957,5411,6358.0113222080445,0.018880207530643123,3,signal,mean_reversion
SPY,2013-06-21,2013-06-27,128.409,129.4539,2682,2733.209134630068,0.008137124274524954,4,signal,mean_reversion
XLE,2013-06-21,2013-06-27,24.54,24.5747,14036,417.7835624195685,0.0014130648739625329,4,signal,mean_reversion
XLV,2013-06-21,2013-06-27,38.413,39.0894,8967,5996.207579253523,0.017609866421003595,4,signal,mean_reversion
XLK,2013-07-22,2013-07-25,13.4313,13.452,25979,466.4575490601628,0.0015369675421079698,3,signal,mean_reversion
QQQ,2013-07-22,2013-07-26,67.4291,67.1817,5174,-1349.3604850463307,-0.003668080493055448,4,signal,mean_reversion
XLF,2013-07-30,2013-08-02,13.1901,13.3372,26453,3821.629114602608,0.011153945171610946,3,signal,mean_reversion
IWM,2013-08-16,2013-08-21,86.3455,86.1575,3999,-820.6996565520767,-0.002177020194018997,3,signal,mean_reversion
XLF,2013-08-08,2013-08-21,13.1901,12.7024,26542,-13012.69492043707,-0.036973164250997836,10,time,mean_reversion
QQQ,2013-08-16,2013-08-23,68.0145,69.0082,5077,4975.35495766038,0.014609851809934016,5,signal,mean_reversion
XLV,2013-08-12,2013-08-23,41.3647,40.3485,8441,-8646.252964378977,-0.024565512438062154,9,signal,mean_reversion
XLF,2013-08-28,2013-09-04,12.4519,12.5806,27791,3504.9489778344855,0.010329422860433146,4,signal,mean_reversion
SPY,2013-09-26,2013-10-02,136.8592,135.9392,2534,-2400.383241794841,-0.006722170415491169,4,signal,mean_reversion
XLF,2013-09-24,2013-10-02,12.965,12.8169,26798,-4039.062844912814,-0.01142647720562151,6,signal,mean_reversion
XLV,2013-09-25,2013-10-02,41.6415,41.5101,8342,-1164.8884766670467,-0.0031537379364605655,5,signal,mean_reversion
XLE,2013-10-01,2013-10-03,25.9039,26.1503,13412,3235.0245959528806,0.009512427552785585,2,signal,mean_reversion
IWM,2013-10-09,2013-10-11,88.6927,89.9123,3909,4697.549411050435,0.013750697264996559,2,signal,mean_reversion
QQQ,2013-10-09,2013-10-11,69.917,70.7586,4958,4102.834401059444,0.012036929224813253,2,signal,mean_reversion
XLK,2013-10-09,2013-10-11,13.5435,13.7439,25599,5060.268794971197,0.014797053908279123,2,signal,mean_reversion
IWM,2013-11-01,2013-11-05,93.0381,93.0641,3769,27.652561695865444,0.000278886363372699,2,signal,mean_reversion
XLF,2013-11-01,2013-11-07,13.255,13.3125,26460,1452.7188512089438,0.004342457488853979,4,signal,mean_reversion
IWM,2013-11-08,2013-11-11,91.3629,92.6308,3844,4803.08953840916,0.013877653450538041,1,signal,mean_reversion
XLV,2013-11-08,2013-11-11,42.7764,43.3128,8207,4331.361979073207,0.012539002263617594,1,signal,mean_reversion
QQQ,2013-11-08,2013-11-13,73.8374,73.9982,4757,694.786260748038,0.0021782889506574143,3,signal,mean_reversion
EEM,2013-11-08,2013-11-15,31.1394,31.8062,11281,7450.617002020301,0.021411834174466682,5,signal,mean_reversion
XLK,2013-11-21,2013-11-22,14.5757,14.6467,24421,1662.6792818536228,0.004871548014455662,1,signal,mean_reversion
XLE,2013-12-02,2013-12-04,27.1101,27.1049,13153,-139.6268843690258,-0.00019159198875839945,2,signal,mean_reversion
IWM,2013-12-05,2013-12-09,94.8069,95.6805,3755,3209.095205959432,0.00921524018108677,2,signal,mean_reversion
SPY,2013-12-04,2013-12-09,144.7642,146.5332,2463,4285.420055893962,0.012220208046054726,3,signal,mean_reversion
XLF,2013-12-04,2013-12-09,13.6352,13.8147,26155,4622.950443870104,0.013164271221785429,3,signal,mean_reversion
XLV,2013-12-04,2013-12-09,44.5564,45.2133,8004,5186.550589625598,0.014744736421229199,3,signal,mean_reversion
IWM,2013-12-12,2013-12-17,93.2847,94.6781,3872,5322.594444393255,0.014937428250738849,3,signal,mean_reversion
QQQ,2013-12-13,2013-12-17,77.1074,76.9942,4682,-601.8731270414794,-0.0014673080545423156,2,signal,mean_reversion
XLE,2013-12-12,2013-12-17,26.6433,26.8545,13558,2791.3581085248707,0.00792816218828385,3,signal,mean_reversion
XLV,2013-12-12,2013-12-19,44.2053,44.7402,8171,4298.394061298044,0.012101484366272341,5,signal,mean_reversion
QQQ,2014-01-07,2014-01-08,78.5847,78.8864,4641,1327.0990203633014,0.0038391447520094157,1,signal,mean_reversion
XLF,2014-01-14,2014-01-16,14.1266,14.2806,25855,3909.275391299437,0.010904320689429703,2,signal,mean_reversion
XLE,2014-01-14,2014-01-22,26.9154,27.335,13570,5620.503647572625,0.0155900205002093,5,signal,mean_reversion
IWM,2014-01-27,2014-01-31,97.1267,94.8721,3764,-8558.654044517853,-0.023213167087201114,4,signal,mean_reversion
QQQ,2014-01-27,2014-01-31,78.6029,77.438,4652,-5491.767861744762,-0.014820240061924062,4,signal,mean_reversion
SPY,2014-01-27,2014-01-31,145.5176,143.7079,2512,-4618.691012575467,-0.01243648951739973,4,signal,mean_reversion
XLF,2014-01-24,2014-01-31,13.9129,13.5756,26441,-8990.914762137405,-0.024242774472001627,5,signal,mean_reversion
SPY,2014-02-04,2014-02-07,142.1775,144.7633,2540,6494.906245379429,0.018186725343996013,3,signal,mean_reversion
IWM,2014-03-12,2014-03-18,100.2084,100.816,3628,2131.7313646703,0.006064165043889735,4,signal,mean_reversion
SPY,2014-03-14,2014-03-18,150.223,151.583,2420,3218.12609608924,0.00905310808288351,2,signal,mean_reversion
XLE,2014-03-14,2014-03-18,27.1325,27.4073,13404,3609.699233390139,0.010126369846798822,2,signal,mean_reversion
XLF,2014-03-14,2014-03-18,14.1525,14.2871,25676,3383.4144366848213,0.009511934538796396,2,signal,mean_reversion
IWM,2014-03-25,2014-04-01,100.7067,99.7169,3638,-3673.810990202706,-0.009828551607878988,5,signal,mean_reversion
QQQ,2014-03-25,2014-04-01,80.879,80.2697,4530,-2832.916618505006,-0.0075328971979965464,5,signal,mean_reversion
XLF,2014-03-27,2014-04-01,14.3544,14.5413,25202,4637.307648404164,0.013020076946918424,3,signal,mean_reversion
XLV,2014-03-24,2014-04-01,48.0291,48.2112,7641,1317.9753505362253,0.0037916849964587662,6,signal,mean_reversion
IWM,2014-04-08,2014-04-10,96.5474,98.4088,3813,7023.197578112736,0.01927969843542221,2,signal,mean_reversion
QQQ,2014-04-07,2014-04-10,78.2797,80.0693,4690,8318.824533460573,0.022861246841618943,3,signal,mean_reversion
SPY,2014-04-08,2014-04-10,150.4045,152.5537,2434,5157.450172764167,0.014289570979969968,2,signal,mean_reversion
XLK,2014-04-07,2014-04-10,15.4627,15.7366,23747,6429.754442936491,0.017712292061941026,3,signal,mean_reversion
XLF,2014-04-14,2014-04-16,13.9905,14.1193,26746,3370.6207651238697,0.00920871386069444,2,signal,mean_reversion
EEM,2014-04-16,2014-04-21,31.6507,32.1089,11852,5355.4468111544375,0.014477915565883182,2,signal,mean_reversion
EEM,2014-04-28,2014-04-30,31.3136,31.4507,12030,1573.5590964872156,0.004377630753362949,2,signal,mean_reversion
XLF,2014-04-29,2014-04-30,14.1464,14.1972,26664,1278.2418027554015,0.0035891166776311767,1,signal,mean_reversion
IWM,2014-04-28,2014-05-01,95.8627,95.5446,3929,-1325.1168517463177,-0.0033185484830347,3,signal,mean_reversion
XLF,2014-05-07,2014-05-08,14.1009,14.1842,26764,2153.3259888859034,0.005906310574361973,1,signal,mean_reversion
XLF,2014-05-16,2014-05-20,14.1204,14.1648,26782,1110.9946814724574,0.0031381023256549234,2,signal,mean_reversion
SPY,2014-06-13,2014-06-18,158.2895,158.8733,2394,1321.8095181942492,0.0036884988682506226,3,signal,mean_reversion
XLF,2014-06-17,2014-06-18,14.6013,14.749,25998,3763.575973637798,0.010115470061146548,1,signal,mean_reversion
XLK,2014-06-13,2014-06-18,16.4873,16.5399,22991,1133.6429092398873,0.0031910006341842045,3,signal,mean_reversion
IWM,2014-07-11,2014-07-21,98.9541,97.4219,3853,-5979.233015384438,-0.015483949784242057,6,signal,mean_reversion
XLV,2014-07-18,2014-07-21,50.0758,50.5125,7599,3241.6954938769436,0.008719857531388042,1,signal,mean_reversion
IWM,2014-07-29,2014-07-31,97.4163,96.6667,3910,-3006.8731437861056,-0.007694945341230941,2,signal,mean_reversion
EEM,2014-08-01,2014-08-05,33.9398,33.9599,11065,147.1654227314483,0.000591932343540158,2,signal,mean_reversion
XLE,2014-07-31,2014-08-05,31.1837,30.8097,12123,-4609.452528227581,-0.011994234315805485,3,signal,mean_reversion
QQQ,2014-08-01,2014-08-11,86.7112,87.0357,4331,1329.8917043120775,0.003741592157566309,6,signal,mean_reversion
SPY,2014-07-30,2014-08-11,162.1073,158.9299,2352,-7548.74000563861,-0.019600560204452666,8,signal,mean_reversion
XLK,2014-08-08,2014-08-11,16.6762,16.8547,22619,3963.07192168228,0.01070766697406822,1,signal,mean_reversion
XLV,2014-08-08,2014-08-14,49.4647,50.562,7625,8290.156156629833,0.02218219586829906,4,signal,mean_reversion
XLF,2014-09-10,2014-09-12,15.1614,15.2571,25173,2330.9784584954814,0.00630812472792508,2,signal,mean_reversion
EEM,2014-09-11,2014-09-17,34.1714,34.0987,11188,-889.9750677034382,-0.0021281012588264536,4,signal,mean_reversion
XLE,2014-09-11,2014-09-17,29.9221,30.3462,12777,5341.210794139373,0.01417213352534219,4,signal,mean_reversion
QQQ,2014-09-16,2014-09-18,89.7565,91.2107,4269,6130.786534986492,0.016201775765886106,2,signal,mean_reversion
EEM,2014-09-23,2014-09-25,32.9745,32.7949,11683,-2174.28284067178,-0.005444502440255294,2,signal,mean_reversion
SPY,2014-09-24,2014-09-25,163.1863,163.8465,2366,1484.553095076488,0.004045411978944591,1,signal,mean_reversion
SPY,2014-10-02,2014-10-06,160.0057,162.447,2382,5738.569839827325,0.015258114130092038,2,signal,mean_reversion
XLF,2014-10-02,2014-10-06,15.0014,15.3398,25407,8520.827809180611,0.022558446871288274,2,signal,mean_reversion
XLV,2014-10-02,2014-10-06,52.409,53.5571,7272,8271.804624119264,0.021906238477369167,2,signal,mean_reversion
XLE,2014-09-23,2014-10-06,29.4724,28.1665,13072,-17145.121703752506,-0.04430684524346318,10,time,mean_reversion
QQQ,2014-10-14,2014-10-20,85.7442,85.1548,4513,-2736.9868361894064,-0.006873669258236292,4,signal,mean_reversion
XLK,2014-10-14,2014-10-20,16.5473,16.3129,23387,-5558.682243245478,-0.01416522026878475,4,signal,mean_reversion
XLV,2014-10-14,2014-10-20,51.257,50.4773,7550,-5964.120243268431,-0.015213060523829536,4,signal,mean_reversion
XLF,2014-11-17,2014-11-19,15.7154,15.7717,24448,1299.0390554657854,0.0035814212863325423,2,signal,mean_reversion
IWM,2014-11-18,2014-11-21,100.0702,101.6226,3845,5891.441415487483,0.015513140785599733,3,signal,mean_reversion
IWM,2014-12-02,2014-12-04,99.0623,100.8567,3900,6919.98872285534,0.018113321758090883,2,signal,mean_reversion
SPY,2014-12-11,2014-12-18,167.9986,168.5386,2314,1171.7242530233468,0.003214412236341335,5,signal,mean_reversion
XLF,2014-12-15,2014-12-18,15.9054,16.0989,24053,4577.624910128508,0.012166609105630943,3,signal,mean_reversion
XLK,2014-12-09,2014-12-18,17.943,17.9948,21640,1042.7599335094353,0.0028858333396530877,7,signal,mean_reversion
QQQ,2014-12-09,2014-12-19,94.7916,95.5645,4096,3087.5504832545894,0.008152956376265674,8,signal,mean_reversion
QQQ,2015-01-02,2015-01-09,95.4669,95.2428,4098,-996.5036471350027,-0.002347383378877188,5,signal,mean_reversion
SPY,2015-01-02,2015-01-09,170.9972,170.8428,2288,-431.4804976211735,-0.0009029394443103023,5,signal,mean_reversion
XLF,2015-01-02,2015-01-09,16.3685,16.1154,23904,-6129.21641024481,-0.015466345262539205,5,signal,mean_reversion
XLK,2015-01-02,2015-01-09,18.2424,18.176,21433,-1501.318194326424,-0.0036401626386988184,5,signal,mean_reversion
IWM,2015-01-16,2015-01-20,98.9299,100.9388,3937,7830.288462325559,0.020306129452416055,1,signal,mean_reversion
SPY,2015-01-16,2015-01-20,164.6919,167.532,2360,6624.138927521441,0.017244691537608103,1,signal,mean_reversion
QQQ,2015-01-16,2015-01-21,91.5657,93.1287,4254,6570.231723304216,0.017069185784498897,2,signal,mean_reversion
XLF,2015-01-15,2015-01-23,15.4204,15.7931,25247,9329.962000637634,0.024167272275558593,5,signal,mean_reversion
QQQ,2015-01-29,2015-02-03,92.7802,94.0754,4270,5450.706854708793,0.013959844386110865,3,signal,mean_reversion
SPY,2015-01-29,2015-02-03,166.0258,168.0286,2386,4698.778414969318,0.012062684553528324,3,signal,mean_reversion
XLK,2015-01-28,2015-02-03,17.8916,17.7073,22205,-4171.649171693891,-0.01030144944771294,4,signal,mean_reversion
SPY,2015-03-09,2015-03-13,172.124,171.1491,2322,-2343.54979466978,-0.0056642492241800735,4,signal,mean_reversion
QQQ,2015-03-11,2015-03-17,97.4174,97.8072,4061,1503.5275284827187,0.004000908501234246,4,signal,mean_reversion
XLK,2015-03-09,2015-03-17,18.6194,18.3424,21467,-6025.8893287926,-0.014877408507084633,6,signal,mean_reversion
IWM,2015-03-26,2015-03-31,105.8931,107.6848,3762,6660.166889692323,0.016920249458753478,3,signal,mean_reversion
QQQ,2015-03-26,2015-03-31,96.4518,98.0506,4130,6522.520284740633,0.016575663925835427,3,signal,mean_reversion
SPY,2015-03-26,2015-03-31,170.5787,172.3205,2335,3986.9174007991473,0.010210823324629192,3,signal,mean_reversion
XLF,2015-03-26,2015-03-31,15.782,15.951,25241,4187.886665600169,0.010714094797399154,3,signal,mean_reversion
QQQ,2015-04-20,2015-04-21,98.2501,99.6996,4115,5883.395764866914,0.014753560062657822,1,signal,mean_reversion
EEM,2015-05-01,2015-05-05,33.7543,33.7988,12007,453.38354564052236,0.0013188029329362916,2,signal,mean_reversion
QQQ,2015-05-01,2015-05-05,99.6426,100.234,4067,2323.8671719221516,0.005935047469062926,2,signal,mean_reversion
XLV,2015-04-28,2015-05-05,61.0997,60.822,6646,-1926.7983108164526,-0.004545461199306877,5,signal,mean_reversion
IWM,2015-05-01,2015-05-08,105.3987,106.5151,3845,4210.946949320501,0.010591840441508404,5,signal,mean_reversion
EEM,2015-05-08,2015-05-11,33.5428,33.5092,12213,-491.30156298519285,-0.0009993973626364339,1,signal,mean_reversion
XLK,2015-05-07,2015-05-11,18.568,18.91,21902,7409.426845537833,0.018421337849440222,2,signal,mean_reversion
IWM,2015-05-27,2015-05-28,106.9946,107.8321,3831,3126.103479879473,0.007827352882103122,1,signal,mean_reversion
SPY,2015-05-27,2015-05-28,175.8136,176.5358,2331,1601.3471693965246,0.0041078370552358745,1,signal,mean_reversion
XLF,2015-05-27,2015-05-28,16.2908,16.367,25161,1833.8530657205351,0.004674439399269703,1,signal,mean_reversion
XLK,2015-05-27,2015-05-28,18.9862,19.1915,21575,4347.079913577683,0.010813384199742426,1,signal,mean_reversion
EEM,2015-05-29,2015-06-11,32.4696,31.5685,12715,-11538.906320173686,-0.027752106368225227,9,signal,mean_reversion
QQQ,2015-06-09,2015-06-11,99.532,101.2105,4095,6791.427439101034,0.016864357613256553,2,signal,mean_reversion
SPY,2015-06-09,2015-06-11,173.4833,175.829,2349,5428.10710666496,0.01352146123335185,2,signal,mean_reversion
XLK,2015-06-08,2015-06-11,18.9025,18.9892,21668,1795.5488939937843,0.004584339584368546,3,signal,mean_reversion
SPY,2015-06-30,2015-07-02,173.3319,173.8354,2377,1114.2790199452468,0.0029047854841670606,2,signal,mean_reversion
QQQ,2015-06-29,2015-07-08,99.881,98.9871,4147,-3789.6528597668107,-0.008950079519185028,6,signal,mean_reversion
IWM,2015-06-30,2015-07-13,108.5731,108.568,3796,-101.97353003031427,-4.7427035838820686e-05,8,signal,mean_reversion
QQQ,2015-07-09,2015-07-13,99.3634,100.2614,4118,3615.5133356976958,0.009036931941522441,2,signal,mean_reversion
XLF,2015-07-09,2015-07-13,16.2625,16.4783,25165,5349.0356015268,0.013271802653494147,2,signal,mean_reversion
XLK,2015-06-29,2015-07-13,18.4879,18.4208,22406,-1585.391687092474,-0.0036275954960657275,9,signal,mean_reversion
SPY,2015-07-24,2015-07-29,175.8743,175.0134,2365,-2119.103742384429,-0.004895190699259255,3,signal,mean_reversion
QQQ,2015-07-27,2015-07-30,102.1086,102.7638,4057,2574.7157437302976,0.006415937568189589,3,signal,mean_reversion
XLK,2015-07-27,2015-07-30,18.5808,18.7566,22296,3836.3136702639717,0.009461217870307514,3,signal,mean_reversion
IWM,2015-07-27,2015-07-31,105.5061,106.5493,3926,4012.0836769871694,0.009886933493971961,4,signal,mean_reversion
XLK,2015-08-05,2015-08-06,18.7355,18.7786,22337,879.4702222800369,0.002301736112477526,1,signal,mean_reversion
QQQ,2015-08-21,2015-08-24,97.5795,87.0108,4295,-45472.01597675863,-0.1083089936304581,2,stop,mean_reversion
XLF,2015-08-21,2015-08-24,16.07,14.7145,26083,-35437.07619669079,-0.0843527574181332,2,stop,mean_reversion
XLV,2015-08-21,2015-08-24,61.2851,56.349,6839,-33838.32098909341,-0.08054298545828942,2,stop,mean_reversion
SPY,2015-11-10,2015-11-17,174.4432,172.9923,2248,-3339.784042282468,-0.008317465956450887,5,signal,mean_reversion
QQQ,2015-11-10,2015-11-19,104.6735,105.2353,3746,2025.9000266621626,0.005367241043232607,7,signal,mean_reversion
XLF,2015-11-13,2015-11-19,16.0085,16.3923,23983,9127.398097730744,0.02397587059639883,4,signal,mean_reversion
XLK,2015-11-11,2015-11-19,19.4196,19.4002,20202,-470.4364767012008,-0.0009992278712850355,6,signal,mean_reversion
QQQ,2015-12-14,2015-12-16,102.7925,104.6614,3840,7096.736064638836,0.01818083553646299,2,signal,mean_reversion
XLK,2015-12-14,2015-12-17,19.0066,19.5644,20768,11505.591002048883,0.02935107589079511,3,signal,mean_reversion
QQQ,2016-01-05,2016-01-13,102.27,98.389,3910,-15253.349173109516,-0.03794902177092774,6,signal,mean_reversion
XLK,2016-01-05,2016-01-13,18.9279,18.3426,21127,-12444.264322079585,-0.03092231009559898,6,signal,mean_reversion
EEM,2016-04-26,2016-04-27,27.7149,27.6631,14247,-815.8099523844503,-0.001866293225986082,1,signal,mean_reversion
SPY,2016-05-02,2016-05-03,175.885,175.3695,2224,-1224.553966953701,-0.0029307975673381614,1,signal,mean_reversion
QQQ,2016-04-25,2016-05-06,101.2777,98.3176,3903,-11631.096237217906,-0.029227359360081362,10,time,mean_reversion
XLK,2016-04-25,2016-05-06,19.4364,18.9373,20339,-10227.84965680084,-0.025675123251401866,10,time,mean_reversion
XLV,2016-04-29,2016-05-10,59.4834,59.4154,6552,-522.8287205897245,-0.001141612352481114,7,signal,mean_reversion
