symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,return_pct,holding_days,exit_reason,strategy
EEM,2010-09-14,2010-11-16,30.8827,32.7592,6054,11321.892258298953,0.060762710620323235,46,stop,trend_following
VNQ,2010-09-21,2010-11-16,29.4628,28.938,6374,-3382.4220130078534,-0.01781291638691085,41,stop,trend_following
QQQ,2010-09-27,2010-11-16,43.4127,44.6484,4310,5287.785139777711,0.028463350601225734,37,stop,trend_following
EFA,2010-09-29,2010-11-16,34.9414,35.3561,5363,2186.587927196949,0.011869796612777428,35,stop,trend_following
GLD,2010-12-06,2011-01-14,138.2091,132.3999,1394,-8135.72683141643,-0.04203186566465744,29,stop,trend_following
EEM,2011-01-05,2011-01-28,34.5694,33.3236,5655,-7083.575507518643,-0.03603860484204979,17,stop,trend_following
QQQ,2010-12-06,2011-03-10,47.1303,49.0477,4088,7799.053871356675,0.04068319506461049,66,stop,trend_following
DBC,2010-12-21,2011-03-11,22.6775,24.7027,8539,17252.898850092355,0.08930522185303436,56,stop,trend_following
EFA,2011-01-13,2011-03-11,37.7582,37.4026,4834,-1755.14945409162,-0.009416984781160043,40,stop,trend_following
SPY,2010-10-25,2011-03-15,90.4632,96.5289,2146,12976.890358526853,0.06705169128674604,98,stop,trend_following
VNQ,2011-01-28,2011-03-15,31.5187,30.7636,5859,-4460.549391909141,-0.02395679063463718,32,stop,trend_following
GLD,2011-03-02,2011-03-15,140.3101,135.2823,1345,-6799.450647288111,-0.03583343951604756,10,stop,trend_following
GLD,2011-03-24,2011-05-04,140.3401,147.019,1380,9177.135092612352,0.04759033188191819,29,stop,trend_following
DBC,2011-04-01,2011-05-05,25.8495,25.3842,7486,-3521.169263659621,-0.01799818396845687,24,stop,trend_following
EEM,2011-04-01,2011-05-05,35.5365,34.235,5446,-7126.046971706537,-0.03662476471823417,24,stop,trend_following
EFA,2011-04-25,2011-05-12,39.5398,38.7276,4986,-4088.8515269338823,-0.020542311497630306,14,stop,trend_following
QQQ,2011-04-27,2011-05-23,51.7227,49.7333,3640,-7278.505385792559,-0.03846363916902329,19,stop,trend_following
VNQ,2011-04-21,2011-06-09,33.0251,32.9115,5970,-717.438176189991,-0.0034392108991752046,34,stop,trend_following
QQQ,2011-07-08,2011-08-02,51.6188,49.782,3723,-6876.135286939856,-0.03558381762617102,18,stop,trend_following
VNQ,2011-07-08,2011-08-02,34.6331,33.2103,5550,-7934.231590666099,-0.04108225814290045,18,stop,trend_following
TLT,2011-07-14,2011-08-09,64.0864,69.8134,2976,17003.79679954234,0.08936428381251416,19,stop,trend_following
GLD,2011-07-13,2011-08-12,153.8369,168.2444,1243,17868.49699070508,0.09365444689741609,23,stop,trend_following
GLD,2011-08-19,2011-08-24,181.7308,173.7298,1083,-8703.631597576235,-0.04402691981884199,4,stop,trend_following
TLT,2011-08-10,2011-09-27,71.6268,77.5641,2751,16292.327785524796,0.08289139613133711,34,stop,trend_following
TLT,2011-10-04,2011-10-07,83.2278,78.4914,2372,-11273.013689740073,-0.05690845740966177,4,stop,trend_following
TLT,2011-12-20,2012-01-23,82.4988,78.2803,2380,-10078.312740436206,-0.0511341887189416,22,stop,trend_following
EFA,2012-03-19,2012-04-04,36.3289,34.8572,5568,-8233.865542896237,-0.040509527274557255,13,stop,trend_following
QQQ,2012-01-19,2012-04-23,52.8679,57.5967,3699,17451.03525497621,0.0894459495532487,66,stop,trend_following
SPY,2012-01-26,2012-05-08,103.7649,105.8228,1881,3831.4159428899866,0.01983196421977995,72,stop,trend_following
VNQ,2012-01-26,2012-05-17,35.1236,35.9322,5559,4455.251634219429,0.023020220887287612,79,stop,trend_following
TLT,2012-05-16,2012-06-06,82.4246,85.6573,2416,7769.820349964345,0.03922124375809988,15,stop,trend_following
TLT,2012-07-24,2012-08-07,89.1835,86.2754,2242,-6559.34236737369,-0.03260826847353071,11,stop,trend_following
DBC,2012-09-10,2012-09-18,24.5299,24.2296,8177,-2496.2064843946596,-0.012246080625351152,7,stop,trend_following
VNQ,2012-07-03,2012-09-28,38.3583,37.6184,5223,-3904.488467455411,-0.019290706052920714,62,stop,trend_following
EFA,2012-09-10,2012-09-28,35.6369,35.5465,5628,-548.5505295535967,-0.0025352898250760036,15,stop,trend_following
QQQ,2012-08-20,2012-10-09,60.638,59.8384,3290,-2670.0985191713894,-0.013185343133315097,36,stop,trend_following
GLD,2012-09-24,2012-10-19,170.7153,167.0831,1182,-4333.197251104973,-0.021276401446089555,20,stop,trend_following
SPY,2012-08-17,2012-10-23,111.9036,111.7964,1784,-231.31389025148218,-0.0009587734898506284,47,stop,trend_following
EFA,2012-12-05,2012-12-07,37.1483,35.9691,5331,-6325.258302618719,-0.031742843997595416,3,stop,trend_following
EEM,2012-12-07,2013-02-07,31.8289,32.484,6226,4038.372004315482,0.020580696095205298,42,stop,trend_following
EFA,2012-12-10,2013-02-25,37.1685,38.7574,5306,8390.738785079131,0.042750228590360484,52,stop,trend_following
QQQ,2013-03-06,2013-04-18,61.705,60.1818,3286,-5045.232329872367,-0.024684935508100136,31,stop,trend_following
EFA,2013-03-12,2013-04-18,40.4278,39.6958,5015,-3711.029729213088,-0.018105694506240444,27,stop,trend_following
VNQ,2013-01-16,2013-05-22,39.8653,45.4334,5036,27997.655287343623,0.13967100302496838,88,stop,trend_following
EFA,2013-04-25,2013-05-23,41.4329,41.6086,4943,827.4572709615021,0.004240687416651623,21,stop,trend_following
SPY,2013-01-03,2013-06-05,116.2941,129.9551,1724,23509.115882646503,0.1174694068424671,106,stop,trend_following
QQQ,2013-04-30,2013-06-06,63.1136,64.2304,3267,3606.916004349356,0.017694747738117966,27,stop,trend_following
SPY,2013-07-12,2013-08-27,134.6429,131.2727,1546,-5251.387440105742,-0.025030402964761778,33,stop,trend_following
SPY,2013-09-18,2013-10-08,137.5547,134.6079,1536,-4567.981953973744,-0.021422250673243437,15,stop,trend_following
EFA,2013-09-11,2013-12-12,43.2496,44.4939,4838,5977.221510541701,0.028768983082629207,66,stop,trend_following
EFA,2013-12-30,2014-01-24,46.6436,45.5591,4651,-5087.015475011245,-0.023251333863702817,18,stop,trend_following
QQQ,2013-07-12,2014-01-27,67.5642,77.3479,3082,30108.705362774966,0.14480598160816616,137,stop,trend_following
SPY,2013-10-18,2014-01-27,140.5288,144.6441,1514,6187.3994704414745,0.029284440640112264,68,stop,trend_following
EFA,2014-02-25,2014-03-13,47.2237,45.8164,4552,-6448.459131169129,-0.029801082829867154,13,stop,trend_following
VNQ,2014-03-03,2014-03-20,43.2466,42.3299,4949,-4579.318524794529,-0.021198053912103054,14,stop,trend_following
QQQ,2014-02-12,2014-03-27,80.6327,79.3234,2658,-3522.6561898144187,-0.01623792318244377,31,stop,trend_following
TLT,2014-03-27,2014-04-02,78.5059,76.8712,2703,-4460.479967951593,-0.02082211553666624,5,stop,trend_following
SPY,2014-02-25,2014-04-11,150.3937,148.5254,1429,-2712.567638667508,-0.012422967755073566,34,stop,trend_following
DBC,2014-04-15,2014-06-04,22.3307,21.8992,9457,-4122.805838919025,-0.01932449904789202,35,stop,trend_following
TLT,2014-04-11,2014-06-05,79.354,80.0629,2650,1836.3851924507433,0.008933604799732153,38,stop,trend_following
DBC,2014-06-20,2014-07-03,22.7283,22.3101,9342,-3948.165662582842,-0.018396539654791266,10,stop,trend_following
EFA,2014-04-30,2014-07-31,47.5592,47.8505,4454,1255.0419691707339,0.006125414277645236,65,stop,trend_following
SPY,2014-05-13,2014-08-01,155.1223,157.4985,1349,3163.2559323709875,0.015317919110655165,57,stop,trend_following
TLT,2014-07-18,2014-09-10,83.097,83.4883,2509,939.9817246551185,0.004708984917856096,38,stop,trend_following
VNQ,2014-04-09,2014-09-12,44.5882,46.7627,4757,10300.687009998637,0.04876875104847511,109,stop,trend_following
EEM,2014-05-13,2014-09-12,32.4782,33.7897,6554,8552.624071417375,0.04038324325197551,86,stop,trend_following
SPY,2014-08-21,2014-10-01,163.2883,161.053,1346,-3052.285280664725,-0.013688899846449276,29,stop,trend_following
QQQ,2014-06-05,2014-10-02,83.5421,88.3379,2480,11851.03781559723,0.057406161918269305,84,stop,trend_following
TLT,2014-10-08,2014-10-15,87.0447,89.8412,2483,6899.937882840706,0.03212787134658979,6,stop,trend_following
TLT,2014-10-16,2014-10-23,90.4478,87.3655,2403,-7449.4348981717685,-0.03407794278930287,6,stop,trend_following
QQQ,2014-10-29,2014-12-16,91.5283,91.9731,2363,1007.6830733923965,0.004859614321819583,34,stop,trend_following
SPY,2014-11-03,2014-12-16,166.3835,163.4319,1310,-3909.8128390838883,-0.017739785093754845,31,stop,trend_following
TLT,2014-12-01,2014-12-23,89.8195,90.4176,2452,1422.4037997135088,0.006659169940809173,17,stop,trend_following
SPY,2014-12-23,2015-01-06,172.4804,166.2439,1270,-7963.4106322829475,-0.0361579062865367,9,stop,trend_following
VNQ,2014-10-28,2015-02-02,48.8285,54.7667,4430,26260.440091660203,0.12161401148695372,66,stop,trend_following
TLT,2015-01-06,2015-02-06,95.8939,96.9832,2276,2435.38743153566,0.011359611623464438,23,stop,trend_following
EFA,2015-04-09,2015-06-05,47.7938,47.2909,4629,-2371.613244309532,-0.01052082204831939,41,stop,trend_following
QQQ,2015-02-13,2015-08-12,97.8039,100.2311,2252,5421.542325637277,0.02481740012625777,125,stop,trend_following
SPY,2015-02-13,2015-08-21,173.226,168.5385,1271,-6001.190680056455,-0.027059752929274317,132,stop,trend_following
QQQ,2015-12-02,2015-12-11,106.786,102.8973,2083,-8143.919298825179,-0.03641618307057781,8,stop,trend_following
VNQ,2015-12-30,2016-01-08,53.6682,51.6318,4125,-8443.585677189007,-0.03794428300466424,7,stop,trend_following
TLT,2016-01-19,2016-02-17,94.1573,97.6263,2338,8065.854249743305,0.036843397281373536,21,stop,trend_following
GLD,2016-03-04,2016-04-01,121.1906,115.6937,1832,-10113.65449775631,-0.04535720634583995,20,stop,trend_following
SPY,2016-04-21,2016-05-06,178.605,173.1314,1238,-6819.808631032711,-0.030646159506660053,12,stop,trend_following
VNQ,2016-03-14,2016-05-18,53.9476,54.916,4098,3923.6075951985795,0.01794945540309345,47,stop,trend_following
GLD,2016-05-02,2016-05-19,123.8419,118.9405,1790,-8816.943961440238,-0.039577794129461386,14,stop,trend_following
GLD,2016-06-16,2016-06-21,125.2326,120.8387,1758,-7767.6555166395465,-0.0350855533857336,4,stop,trend_following
TLT,2016-06-06,2016-06-23,100.9102,100.6803,2182,-545.6421736971772,-0.002278323359483414,14,stop,trend_following
SPY,2016-05-31,2016-06-24,178.979,173.8147,1224,-6364.319470003826,-0.02885438020848774,19,stop,trend_following
DBC,2016-06-02,2016-07-07,12.5103,12.4328,17525,-1402.1036747330463,-0.0061958361322211886,25,stop,trend_following
EFA,2016-06-24,2016-07-08,40.7929,41.6218,5328,4372.373638826798,0.020319258111341387,9,signal,trend_following
TLT,2016-06-28,2016-07-18,105.9717,104.8501,2054,-2346.9650654365932,-0.010583482326666283,14,stop,trend_following
VNQ,2016-06-29,2016-08-17,59.1494,60.0933,3698,3446.3971403211644,0.01595765861882681,35,stop,trend_following
EEM,2016-07-13,2016-09-13,28.5385,28.9609,7724,3218.5063907812555,0.014802449499432768,44,stop,trend_following
EFA,2016-08-12,2016-09-13,44.6535,43.5701,4830,-5275.278855342237,-0.024261666506397273,22,stop,trend_following
GLD,2016-06-27,2016-10-04,126.5032,123.0984,1711,-5868.317558246723,-0.0269147197723979,70,stop,trend_following
SPY,2016-07-11,2016-11-03,182.1569,179.2142,1209,-3601.393501452103,-0.01615465907971414,83,stop,trend_following
QQQ,2016-07-13,2016-11-03,104.4448,106.893,2021,4905.107948018848,0.023440168374277537,81,stop,trend_following
DBC,2016-12-02,2017-03-08,13.1278,12.8051,16581,-5392.750879024694,-0.02457720520930362,65,stop,trend_following
EEM,2017-02-06,2017-03-09,30.8092,30.7703,7223,-325.8588832945678,-0.0012644298619070016,23,stop,trend_following
EFA,2017-01-06,2017-03-30,45.0999,47.6983,4890,12661.100164458368,0.05761573519352314,58,stop,trend_following
VNQ,2017-04-19,2017-04-28,60.0788,58.2449,3742,-6906.603846653132,-0.030524345461701463,8,stop,trend_following
EEM,2017-03-16,2017-05-18,32.3534,32.6312,6984,1894.904243854624,0.00858702713366033,45,stop,trend_following
QQQ,2016-12-14,2017-06-09,113.008,130.4366,1937,33712.022647362624,0.15422433786783651,122,stop,trend_following
GLD,2017-06-07,2017-06-13,122.8514,119.8622,1889,-5692.503166856491,-0.024332076195660024,5,stop,trend_following
TLT,2017-06-21,2017-06-29,98.9695,97.2372,2314,-4054.0825801400106,-0.01750397103039847,7,stop,trend_following
VNQ,2017-06-27,2017-07-06,59.8577,57.9859,3828,-7210.308349733584,-0.031270615308989225,7,stop,trend_following
EEM,2017-05-30,2017-08-10,33.9138,35.3065,6797,9419.01975047118,0.041065329974044884,52,stop,trend_following
GLD,2017-08-29,2017-09-18,125.8729,124.0397,1831,-3402.4018069603917,-0.014564129722909658,14,stop,trend_following
TLT,2017-09-01,2017-09-18,99.7509,98.6628,2030,-2249.2234685764047,-0.01090867482142932,11,stop,trend_following
EEM,2017-08-23,2017-09-27,36.3117,36.2911,6334,-176.81536739688272,-0.0005688239797116967,25,stop,trend_following
EEM,2017-10-06,2017-11-30,37.2967,37.9271,6263,3900.9142349101494,0.016901583351826233,39,stop,trend_following
DBC,2017-10-25,2017-12-06,13.3308,13.4986,17585,2904.2854138899156,0.012590425089617607,30,stop,trend_following
VNQ,2017-11-10,2017-12-20,60.5304,59.3861,3144,-3635.171726729412,-0.01890345956562378,28,stop,trend_following
SPY,2016-11-16,2018-02-02,186.8298,245.2643,1162,67850.67586096654,0.31276859538849955,305,stop,trend_following
EFA,2017-04-25,2018-02-02,48.8321,57.4688,4662,40214.91465617836,0.17686615095052072,197,stop,trend_following
QQQ,2017-07-20,2018-02-02,136.3042,156.2959,1698,33896.31127225481,0.14667015834224695,137,stop,trend_following
EEM,2018-01-02,2018-02-02,39.8117,41.4699,6080,10032.984909133718,0.04165338253361606,23,stop,trend_following
GLD,2018-01-25,2018-02-06,128.7543,125.6344,1397,-4394.1106840473285,-0.024231816625992164,9,stop,trend_following
DBC,2017-12-29,2018-02-07,14.0582,14.1234,17112,1068.1337977865442,0.004640588766805953,27,stop,trend_following
QQQ,2018-03-12,2018-03-22,164.6925,156.1979,1508,-12858.315335395706,-0.05157880847885299,9,stop,trend_following
DBC,2018-04-12,2018-06-04,14.5742,14.9665,16925,6590.632738611282,0.026921342877428867,37,stop,trend_following
VNQ,2018-07-06,2018-07-30,61.4391,59.3719,4052,-8425.111405532303,-0.033645800929565706,17,stop,trend_following
VNQ,2018-08-06,2018-09-26,61.6839,59.9267,4053,-7171.484055578969,-0.028488216050686077,37,stop,trend_following
QQQ,2018-06-05,2018-10-08,165.9476,169.9579,1496,5949.119247356121,0.024165903226043284,88,stop,trend_following
SPY,2018-07-10,2018-10-10,247.2568,252.1773,1008,4909.453661533345,0.019900090012355154,66,stop,trend_following
DBC,2018-10-04,2018-10-11,15.6992,15.1342,15960,-9065.831655878234,-0.03598606243389357,6,stop,trend_following
VNQ,2018-12-07,2018-12-17,62.4129,59.635,3972,-11082.278005789727,-0.04450835422621169,7,stop,trend_following
GLD,2019-01-28,2019-03-01,122.8114,123.4183,2008,1169.1889059705534,0.004941629838890238,24,stop,trend_following
TLT,2019-03-25,2019-04-12,101.7317,100.1099,2440,-4006.4406941595694,-0.015941925128015733,15,stop,trend_following
EEM,2019-03-19,2019-05-07,37.1239,36.3293,6698,-5371.667419465377,-0.02140495292754263,35,stop,trend_following
EFA,2019-04-09,2019-05-07,53.4764,52.5585,4497,-4175.435836756581,-0.017164398151833016,20,stop,trend_following
SPY,2019-04-02,2019-05-09,257.8036,255.1819,970,-2592.8379120459545,-0.010169485396764877,27,stop,trend_following
QQQ,2019-04-03,2019-05-09,176.0532,174.3875,1420,-2415.0854899216592,-0.009461461029077411,26,stop,trend_following
VNQ,2019-01-31,2019-06-26,62.7855,66.4513,3939,14388.647660859726,0.05838594336749847,102,stop,trend_following
GLD,2019-06-19,2019-07-01,126.8334,131.4942,1984,9195.846266476743,0.03674770677962935,9,stop,trend_following
TLT,2019-05-16,2019-07-11,102.9885,107.5573,2404,10932.782284685247,0.04436224230713193,39,stop,trend_following
VNQ,2019-07-11,2019-07-19,70.2849,67.5679,3582,-9781.801696645043,-0.03865747021043442,7,stop,trend_following
EFA,2019-06-21,2019-07-31,54.0676,53.2486,4673,-3877.4330558047354,-0.01514808733754014,28,stop,trend_following
SPY,2019-06-21,2019-08-05,266.3844,260.6533,948,-5483.004055761249,-0.021514235809126814,31,stop,trend_following
QQQ,2019-07-05,2019-08-05,182.5589,175.9496,1381,-9176.919492804174,-0.036203533388020626,22,stop,trend_following
TLT,2019-08-02,2019-08-08,111.7199,114.1092,2222,5258.908658554766,0.02138678497642288,5,stop,trend_following
TLT,2019-08-09,2019-09-09,115.8458,118.0202,2152,4629.0540793125465,0.01877007794541341,21,stop,trend_following
GLD,2019-07-18,2019-09-10,133.8969,140.8073,1875,12905.517441830933,0.051609949084844065,38,stop,trend_following
VNQ,2019-08-09,2019-12-12,70.3081,70.4521,3546,460.7331520236226,0.002048218389507417,88,stop,trend_following
DBC,2019-12-26,2020-01-13,13.9031,13.6949,18773,-3959.6137974704216,-0.014972315990313012,12,stop,trend_following
EEM,2019-12-13,2020-01-23,38.2133,39.0789,6720,5765.439246067887,0.022653956801354402,27,stop,trend_following
EFA,2019-10-24,2020-01-27,55.4737,56.945,4558,6654.918549133044,0.026522390533899154,64,stop,trend_following
SPY,2019-10-28,2020-01-31,275.6303,293.3129,915,16127.472657164355,0.06415312834192899,66,stop,trend_following
QQQ,2019-10-28,2020-02-24,189.1037,213.5305,1334,32531.541431295638,0.1291710437905964,81,stop,trend_following
SPY,2020-02-06,2020-02-24,305.3021,295.1596,858,-8753.840936445926,-0.03322140491886427,12,stop,trend_following
GLD,2020-01-07,2020-02-25,147.6438,153.9715,1565,9855.612255781394,0.04285772699835899,34,stop,trend_following
VNQ,2020-01-17,2020-02-25,74.614,75.6158,3446,3400.5051778001175,0.01342670875861085,26,stop,trend_following
TLT,2020-02-03,2020-03-03,120.5985,128.031,2162,16015.165973175059,0.06162955119761793,21,stop,trend_following
TLT,2020-03-04,2020-03-09,130.3255,142.6381,2027,24902.369669332795,0.09447599431317011,4,stop,trend_following
TLT,2020-03-10,2020-03-11,141.3491,132.4797,1822,-16209.96461140971,-0.06274830346950744,2,stop,trend_following
GLD,2020-03-06,2020-03-12,158.4092,151.4542,1686,-11778.260095121295,-0.04390486479510547,5,stop,trend_following
TLT,2020-04-22,2020-06-04,141.8286,131.5978,1564,-16043.706703292153,-0.07213481839057012,31,stop,trend_following
GLD,2020-04-13,2020-08-11,159.2496,180.9495,1576,34145.528146290424,0.13626386792745615,85,stop,trend_following
TLT,2020-07-31,2020-08-12,142.5126,138.7314,1923,-7325.30436901079,-0.026532290340053666,9,stop,trend_following
QQQ,2020-06-04,2020-09-04,228.3552,273.669,1060,47979.392678885866,0.198435475217293,66,stop,trend_following
SPY,2020-07-21,2020-09-04,301.5577,309.8371,898,7380.038758008739,0.02745559637580608,34,stop,trend_following
EEM,2020-07-28,2020-09-24,38.5334,37.4122,7055,-7964.128735973026,-0.02909859291782546,42,stop,trend_following
EFA,2020-08-13,2020-09-24,55.4868,53.0794,4963,-12001.8565780763,-0.04338708466807517,30,stop,trend_following
EFA,2020-10-13,2020-10-28,55.5801,52.4653,4922,-15384.317758858748,-0.05604199474521787,12,stop,trend_following
EEM,2020-10-12,2021-01-29,40.6042,47.7779,6739,48283.95187879393,0.17667376934650303,76,stop,trend_following
EFA,2020-11-06,2021-01-29,56.2587,61.6973,4856,26352.515781535712,0.09667106312904172,57,stop,trend_following
QQQ,2020-12-02,2021-02-23,292.5587,306.1605,961,13013.828370445726,0.04649267703126081,56,stop,trend_following
EEM,2021-02-09,2021-02-23,50.1671,49.0497,6079,-6852.646667201297,-0.0222724456942045,10,stop,trend_following
EFA,2021-02-12,2021-02-26,64.822,63.306,4749,-7260.236374066413,-0.023386818035970758,10,stop,trend_following
DBC,2020-11-23,2021-03-01,11.892,14.373,23347,57861.34782591929,0.20862269360323982,66,stop,trend_following
DBC,2021-03-08,2021-03-18,15.0261,14.4128,19926,-12279.279414774475,-0.04081568320575768,9,stop,trend_following
QQQ,2021-04-12,2021-05-12,326.2664,309.3367,937,-15922.706915497367,-0.0518892598884273,23,stop,trend_following
DBC,2021-04-23,2021-05-19,15.2176,15.6338,20360,8409.66283070605,0.027345504743262916,19,stop,trend_following
EFA,2021-03-18,2021-07-08,65.5586,67.6377,4583,9467.378659830232,0.0317133036712971,78,stop,trend_following
DBC,2021-06-02,2021-07-19,16.5496,16.1103,18901,-8364.472129043079,-0.026542961490754857,33,stop,trend_following
DBC,2021-07-30,2021-08-09,17.011,16.2659,18687,-13985.485536718425,-0.043799873423487456,7,stop,trend_following
EFA,2021-08-16,2021-08-19,70.1451,68.427,4527,-7840.622518423838,-0.024493679118577916,4,stop,trend_following
QQQ,2021-06-15,2021-09-20,334.1404,354.4041,942,19023.523089737977,0.06064419514749386,68,stop,trend_following
EFA,2021-09-03,2021-09-20,71.022,68.2969,4524,-12391.617606182592,-0.038370523892708674,11,stop,trend_following
TLT,2021-09-15,2021-09-24,128.7992,125.1002,2470,-9199.271515459528,-0.028719204245477803,8,stop,trend_following
VNQ,2020-11-11,2021-09-28,68.1952,86.0881,3601,64376.88572526951,0.2623781096354896,221,stop,trend_following
SPY,2020-11-12,2021-10-01,329.7812,401.6019,830,59550.461532194575,0.21778279692653757,223,stop,trend_following
DBC,2021-09-16,2021-11-26,17.1503,17.9159,14836,11306.272572112604,0.044640072164247036,51,stop,trend_following
SPY,2021-10-21,2021-12-01,424.8945,427.2276,735,1652.2481675606637,0.005491172724098936,29,stop,trend_following
QQQ,2021-10-29,2021-12-01,370.8168,378.5524,844,6465.562714658186,0.020860855040649717,23,stop,trend_following
VNQ,2021-10-29,2021-12-01,92.0153,88.582,3402,-11741.759291547396,-0.03731300280208305,23,stop,trend_following
SPY,2021-12-13,2021-12-20,442.2187,426.2577,702,-11265.574227845838,-0.0360929559721892,6,stop,trend_following
TLT,2021-12-01,2021-12-29,128.6684,125.6234,2402,-7375.2619810979295,-0.023665776172526076,20,stop,trend_following
QQQ,2021-12-28,2022-01-06,394.0321,372.2432,787,-17208.187778123967,-0.05529733108799595,8,stop,trend_following
VNQ,2021-12-08,2022-01-10,93.2221,92.7172,3321,-1738.564687649283,-0.005416232454963366,23,stop,trend_following
SPY,2021-12-27,2022-01-18,445.5372,429.4831,695,-11218.431428051583,-0.03603318838876668,16,stop,trend_following
GLD,2022-02-15,2022-02-24,173.1866,176.1832,1759,5209.6461100087445,0.01730299413102321,7,stop,trend_following
DBC,2022-01-19,2022-02-25,19.2484,20.4293,15722,18504.52642092854,0.0613532832949919,27,stop,trend_following
DBC,2022-03-01,2022-03-09,21.3116,23.2646,14411,28079.33442672644,0.09163650011339608,7,stop,trend_following
GLD,2022-03-01,2022-03-09,179.1395,185.4898,1714,10821.813866760169,0.03544856933811591,7,stop,trend_following
DBC,2022-04-18,2022-04-25,24.7243,22.9341,10884,-19536.493422608564,-0.07240689391546318,6,stop,trend_following
DBC,2022-05-05,2022-06-22,24.9419,24.0908,10971,-9391.69910261552,-0.03412506244435709,33,stop,trend_following
GLD,2023-01-17,2023-02-03,178.2991,173.8808,1769,-7878.294930857725,-0.024780337772376537,14,stop,trend_following
EEM,2023-01-25,2023-02-06,38.8746,37.2671,8159,-13177.73600995137,-0.04135096139588079,9,stop,trend_following
SPY,2023-02-02,2023-02-24,397.9032,378.8788,795,-15186.175997866832,-0.04781169786327111,16,stop,trend_following
EFA,2023-01-09,2023-03-13,62.3601,61.6444,5033,-3664.5695468215436,-0.011477010207807115,44,stop,trend_following
GLD,2023-03-20,2023-05-18,184.2821,182.009,1671,-3859.6264178015213,-0.01233511759258521,43,stop,trend_following
EFA,2023-04-13,2023-05-31,66.4842,64.1346,4670,-11033.549530978247,-0.03534047974449883,34,stop,trend_following
EFA,2023-06-15,2023-06-23,67.3144,65.4543,4734,-8868.305681855132,-0.027632211891044145,6,stop,trend_following
