Week_Ending,Open,Low,High,Close,A2P,Volume,OB_Bull,OB_Bear,OB_Type,OB_High,OB_Low,OB_Mid
2004-11-19 00:00:00-05:00,79.5841,78.6707,80.0139,78.8587,0.6716,215951400,0,0,,,,
2004-11-26 00:00:00-05:00,78.6909,78.5969,79.9065,79.4834,0.6716,124741500,0,0,,,,
2004-12-03 00:00:00-05:00,79.7789,78.8991,80.6855,80.0878,0.6716,274275700,0,0,,,,
2004-12-10 00:00:00-05:00,80.0609,79.0669,80.3497,80.1415,0.6716,237724200,0,0,,,,
2004-12-17 00:00:00-05:00,80.8103,80.4054,81.8089,80.5943,0.6748,249144600,0,0,,,,
2004-12-24 00:00:00-05:00,80.8035,80.4121,81.8359,81.4917,0.6748,137428400,0,0,,,,
2004-12-31 00:00:00-05:00,81.7819,81.2353,82.0923,81.5592,0.6748,125743300,0,0,,,,
2005-01-07 00:00:00-05:00,82.0248,79.6227,82.1598,79.9196,0.6748,294245300,0,0,,,,
2005-01-14 00:00:00-05:00,79.8521,79.2853,80.6078,79.7846,0.6748,289953500,0,0,,,,
2005-01-21 00:00:00-05:00,79.6564,78.7117,80.7158,78.7994,0.6748,246980300,0,0,,,,
2005-01-28 00:00:00-05:00,79.0086,78.5228,79.4540,79.2380,0.6748,300499700,0,0,,,,
2005-02-04 00:00:00-05:00,79.5889,79.4269,81.2623,81.1274,0.6748,253704500,0,0,,,,
2005-02-11 00:00:00-05:00,81.1408,80.4661,81.6739,81.4917,0.6748,238946500,0,0,,,,
2005-02-18 00:00:00-05:00,81.4377,80.9047,81.9573,81.2353,0.6748,237655100,0,0,,,,
2005-02-25 00:00:00-05:00,80.9047,80.0140,82.0990,81.9371,0.6748,278453700,0,0,,,,
2005-03-04 00:00:00-05:00,81.7482,80.9992,82.8818,82.8143,0.6748,298301500,0,0,,,,
2005-03-11 00:00:00-05:00,82.7670,81.0801,83.1651,81.2353,0.6748,284193500,0,0,,,,
2005-03-18 00:00:00-05:00,81.7034,80.0370,82.2793,80.3012,0.6774,296465300,0,0,,,,
2005-03-25 00:00:00-05:00,80.4164,79.0886,80.5654,79.3528,0.6774,276466500,0,0,,,,
2005-04-01 00:00:00-05:00,79.5425,78.7499,80.6060,79.5492,0.6774,339758600,0,0,,,,
2005-04-08 00:00:00-04:00,79.5018,79.0818,80.7889,79.9354,0.6774,282210800,0,0,,,,
2005-04-15 00:00:00-04:00,80.1319,77.2935,80.6535,77.3274,0.6774,421835900,0,0,,,,
2005-04-22 00:00:00-04:00,77.3070,76.9209,78.9192,78.2892,0.6774,448499200,0,0,,,,
2005-04-29 00:00:00-04:00,78.4857,77.2054,79.1021,78.4112,0.6774,385517300,0,0,,,,
2005-05-06 00:00:00-04:00,78.6280,78.2554,79.9354,79.3189,0.6774,387404500,0,0,,,,
2005-05-13 00:00:00-04:00,79.4002,77.7676,79.9896,78.3909,0.6774,390365200,1,0,Bullish,79.9896,77.7676,78.8786
2005-05-20 00:00:00-04:00,78.3773,78.3502,80.8905,80.6941,0.6774,296337300,0,0,,,,
2005-05-27 00:00:00-04:00,80.7551,80.4976,81.4596,81.4596,0.6774,217163100,0,0,,,,
2005-06-03 00:00:00-04:00,81.3444,80.8838,81.9135,81.3918,0.6774,213692100,0,0,,,,
2005-06-10 00:00:00-04:00,81.2564,80.9109,82.1370,81.4257,0.6774,242547500,0,0,,,,
2005-06-17 00:00:00-04:00,81.5775,81.4890,82.9106,82.5433,0.6802,234529800,0,0,,,,
2005-06-24 00:00:00-04:00,82.3529,80.8293,82.9378,80.9246,0.6802,247967400,1,0,Bullish,82.9378,80.8293,81.8835
2005-07-01 00:00:00-04:00,80.9177,80.7681,81.8904,81.2986,0.6802,243700800,0,0,,,,
2005-07-08 00:00:00-04:00,81.1082,80.4349,82.5161,82.5161,0.6802,271672600,0,0,,,,
2005-07-15 00:00:00-04:00,82.5229,82.5093,83.9581,83.5500,0.6802,262456400,0,0,,,,
2005-07-22 00:00:00-04:00,83.3187,83.0126,84.1553,84.0260,0.6802,338959100,0,0,,,,
2005-07-29 00:00:00-04:00,83.9376,83.5567,84.7742,84.1621,0.6802,253480800,0,0,,,,
2005-08-05 00:00:00-04:00,84.2233,83.4343,84.8422,83.5772,0.6802,226853900,0,0,,,,
2005-08-12 00:00:00-04:00,83.7608,83.2371,84.6790,83.6996,0.6802,280996800,0,0,,,,
2005-08-19 00:00:00-04:00,83.8084,82.8698,84.2505,83.2983,0.6802,263656400,0,0,,,,
2005-08-26 00:00:00-04:00,83.3731,82.0808,83.8152,82.1352,0.6802,301773100,0,0,,,,
2005-09-02 00:00:00-04:00,81.8972,81.8768,83.7608,83.1623,0.6802,355516700,0,0,,,,
2005-09-09 00:00:00-04:00,83.4275,83.4207,84.8422,84.7470,0.6802,181163600,0,0,,,,
2005-09-16 00:00:00-04:00,85.0053,83.9261,85.1556,84.3564,0.6830,297720700,0,0,,,,
2005-09-23 00:00:00-04:00,84.3359,82.2663,84.4315,82.9493,0.6830,376270000,0,0,,,,
2005-09-30 00:00:00-04:00,83.3455,82.6625,84.0422,84.0422,0.6830,309618600,0,0,,,,
2005-10-07 00:00:00-04:00,83.9876,80.7158,84.2471,81.6994,0.6830,434426400,0,0,,,,
2005-10-14 00:00:00-04:00,81.7472,79.8346,81.7677,81.0573,0.6830,416521100,0,0,,,,
2005-10-21 00:00:00-04:00,81.1461,79.9986,81.8360,80.6884,0.6830,488216200,1,0,Bullish,81.8360,79.9986,80.9173
2005-10-28 00:00:00-04:00,80.9002,80.5518,82.3346,81.8291,0.6830,367703800,0,0,,,,
2005-11-04 00:00:00-05:00,82.1638,82.0546,83.7827,83.4070,0.6830,362129900,0,0,,,,
2005-11-11 00:00:00-05:00,83.5845,83.1611,84.5886,84.5340,0.6830,260500100,0,0,,,,
2005-11-18 00:00:00-05:00,84.5545,83.9193,85.5722,85.4698,0.6830,293972400,0,0,,,,
2005-11-25 00:00:00-05:00,85.4834,85.3673,87.0271,86.8359,0.6830,182584700,0,0,,,,
2005-12-02 00:00:00-05:00,86.9178,85.5791,86.9315,86.6446,0.6830,274412200,0,0,,,,
2005-12-09 00:00:00-05:00,86.5422,85.7089,87.2526,86.2895,0.6830,297378200,0,0,,,,
2005-12-16 00:00:00-05:00,87.0078,86.4928,87.9554,86.7675,0.6867,303534400,0,0,,,,
2005-12-23 00:00:00-05:00,87.0215,86.1632,87.1176,87.0421,0.6867,207368300,0,0,,,,
2005-12-30 00:00:00-05:00,87.1795,85.3941,87.2413,85.4971,0.6867,152698300,0,0,,,,
2006-01-06 00:00:00-05:00,85.9640,85.4147,88.2919,88.1957,0.6867,235349700,0,0,,,,
2006-01-13 00:00:00-05:00,88.1820,88.0309,88.8824,88.3605,0.6867,223453000,0,0,,,,
2006-01-20 00:00:00-05:00,88.0309,86.4997,88.5116,86.4997,0.6867,323622400,0,0,,,,
2006-01-27 00:00:00-05:00,86.6644,86.4104,88.3468,88.2644,0.6867,344839100,0,0,,,,
2006-02-03 00:00:00-05:00,88.1957,86.6164,88.4498,86.7057,0.6867,339874900,0,0,,,,
2006-02-10 00:00:00-05:00,86.8224,86.1082,87.9622,86.9597,0.6867,302674200,0,0,,,,
2006-02-17 00:00:00-05:00,86.9322,86.4859,88.7244,88.4498,0.6867,330104900,0,0,,,,
2006-02-24 00:00:00-05:00,88.6558,88.0858,89.0266,88.8618,0.6867,168983600,0,0,,,,
2006-03-03 00:00:00-05:00,88.8549,87.9829,89.3150,88.4155,0.6867,292939800,0,0,,,,
2006-03-10 00:00:00-05:00,88.6764,87.3305,88.7039,88.2987,0.6867,302756000,0,0,,,,
2006-03-17 00:00:00-05:00,88.8222,88.6085,90.6354,90.0494,0.6894,281568500,0,0,,,,
2006-03-24 00:00:00-05:00,90.0632,89.2428,90.3044,89.7667,0.6894,274160300,0,0,,,,
2006-03-31 00:00:00-05:00,89.6426,88.9670,90.2975,89.5047,0.6894,309605900,0,0,,,,
2006-04-07 00:00:00-04:00,89.6702,89.1738,90.5871,89.3048,0.6894,305128300,0,0,,,,
2006-04-14 00:00:00-04:00,89.4427,88.4154,89.6770,88.7326,0.6894,208381400,0,0,,,,
2006-04-21 00:00:00-04:00,88.8153,88.2569,90.9042,90.4147,0.6894,402316600,0,0,,,,
2006-04-28 00:00:00-04:00,90.2355,89.3393,90.8284,90.6353,0.6894,384501600,0,0,,,,
2006-05-05 00:00:00-04:00,90.6353,89.8425,91.5522,91.3592,0.6894,280384700,0,0,,,,
2006-05-12 00:00:00-04:00,91.3523,89.0635,91.5316,89.0980,0.6894,296612300,0,0,,,,
2006-05-19 00:00:00-04:00,88.7877,86.7264,89.6219,87.6226,0.6894,503172100,0,0,,,,
2006-05-26 00:00:00-04:00,87.0573,86.0094,88.5051,88.5051,0.6894,513231900,0,0,,,,
2006-06-02 00:00:00-04:00,88.2224,86.8988,89.2289,88.9325,0.6894,324770400,0,0,,,,
2006-06-09 00:00:00-04:00,88.8291,85.3959,88.8360,86.4162,0.6894,625132500,0,0,,,,
2006-06-16 00:00:00-04:00,87.1652,84.7139,87.4976,86.3135,0.6924,673381600,0,0,,,,
2006-06-23 00:00:00-04:00,86.8328,85.5518,87.0405,86.1680,0.6924,364980400,0,0,,,,
2006-06-30 00:00:00-04:00,86.2373,85.6210,88.3977,88.1346,0.6924,334910500,0,0,,,,
2006-07-07 00:00:00-04:00,88.2384,87.4490,88.6401,87.6706,0.6924,225294200,0,0,,,,
2006-07-14 00:00:00-04:00,87.8992,85.0532,88.2385,85.5310,0.6924,422814400,0,0,,,,
2006-07-21 00:00:00-04:00,85.5310,84.7485,87.4560,85.8287,0.6924,551315100,0,0,,,,
2006-07-28 00:00:00-04:00,86.1681,86.1681,88.7301,88.6193,0.6924,442284600,0,0,,,,
2006-08-04 00:00:00-04:00,88.3977,87.6637,89.6233,88.7716,0.6924,339577600,0,0,,,,
2006-08-11 00:00:00-04:00,88.5639,87.4421,89.0486,87.9476,0.6924,331993700,0,0,,,,
2006-08-18 00:00:00-04:00,88.3769,87.8853,90.4958,90.4958,0.6924,327000800,0,0,,,,
2006-08-25 00:00:00-04:00,90.1427,89.4572,90.3781,89.8865,0.6924,269304600,0,0,,,,
2006-09-01 00:00:00-04:00,89.7757,89.7688,91.1121,91.0013,0.6924,250856300,0,0,,,,
2006-09-08 00:00:00-04:00,91.0636,89.5679,91.2991,90.2119,0.6924,237509600,0,0,,,,
2006-09-15 00:00:00-04:00,90.3166,90.0523,92.1179,91.7771,0.6955,335779100,0,0,,,,
2006-09-22 00:00:00-04:00,91.6589,91.1094,92.3405,91.4363,0.6955,386346600,1,0,Bullish,92.3405,91.1094,91.7250
2006-09-29 00:00:00-04:00,91.6172,91.1442,93.1890,92.9038,0.6955,355258100,0,0,,,,
2006-10-06 00:00:00-04:00,92.8760,92.2570,94.1765,93.8983,0.6955,331175500,0,0,,,,
2006-10-13 00:00:00-04:00,93.7871,93.4045,95.0807,95.0250,0.6955,314754900,0,0,,,,
2006-10-20 00:00:00-04:00,94.9486,94.3574,95.5397,95.1711,0.6955,331779900,0,0,,,,
2006-10-27 00:00:00-04:00,94.9764,94.8581,96.6734,95.9153,0.6955,344641900,0,0,,,,
2006-11-03 00:00:00-05:00,95.7414,94.3226,96.1935,94.9625,0.6955,336037000,0,0,,,,
2006-11-10 00:00:00-05:00,95.2546,95.1850,96.7707,96.1448,0.6955,359047800,0,0,,,,
2006-11-17 00:00:00-05:00,96.1030,96.0265,97.8418,97.6609,0.6955,365694400,0,0,,,,
2006-11-24 00:00:00-05:00,97.5775,97.3272,98.1757,97.6123,0.6955,197045400,0,0,,,,
2006-12-01 00:00:00-05:00,97.5636,96.0544,98.0991,97.5218,0.6955,491307200,0,0,,,,
2006-12-08 00:00:00-05:00,97.5427,97.5288,98.9685,98.3564,0.6955,356923700,0,0,,,,
2006-12-15 00:00:00-05:00,98.9045,98.5338,100.1773,99.5479,0.6994,308363800,0,0,,,,
2006-12-22 00:00:00-05:00,99.6878,98.3800,99.9256,98.4359,0.6994,266215300,0,0,,,,
2006-12-29 00:00:00-05:00,98.4778,98.4569,99.7996,99.0443,0.6994,155174000,0,0,,,,
2007-01-05 00:00:00-05:00,99.4849,98.1771,99.9115,98.2890,0.6994,241073500,0,0,,,,
2007-01-12 00:00:00-05:00,98.4848,98.0862,100.1773,100.1773,0.6994,329610500,0,0,,,,
2007-01-19 00:00:00-05:00,100.0584,99.5269,100.3312,99.8836,0.6994,220263000,0,0,,,,
2007-01-26 00:00:00-05:00,100.0584,99.0164,100.6948,99.4010,0.6994,310992100,0,0,,,,
2007-02-02 00:00:00-05:00,99.4430,99.1283,101.3733,101.2754,0.6994,347310200,0,0,,,,
2007-02-09 00:00:00-05:00,101.1984,100.2822,101.6600,100.6669,0.6994,308181700,0,0,,,,
2007-02-16 00:00:00-05:00,100.6669,100.1423,102.0726,101.9187,0.6994,274335200,0,0,,,,
2007-02-23 00:00:00-05:00,101.7999,101.4082,102.4013,101.6180,0.6994,271917000,0,0,,,,
2007-03-02 00:00:00-05:00,101.9886,96.5476,102.0726,96.9812,0.6994,896598200,0,0,,,,
2007-03-09 00:00:00-05:00,96.4637,96.0441,98.9045,98.4569,0.6994,627885300,0,0,,,,
2007-03-16 00:00:00-04:00,98.5946,96.0178,99.2406,97.2676,0.7021,756793400,0,0,,,,
2007-03-23 00:00:00-04:00,97.7801,97.7029,100.9748,100.6799,0.7021,524036300,0,0,,,,
2007-03-30 00:00:00-04:00,100.7572,98.6929,100.8625,99.7040,0.7021,634186800,1,0,Bullish,100.8625,98.6929,99.7777
2007-04-06 00:00:00-04:00,99.8163,99.3389,101.4172,101.2768,0.7021,272652200,0,0,,,,
2007-04-13 00:00:00-04:00,101.5647,100.6448,102.0351,102.0351,0.7021,413774500,0,0,,,,
2007-04-20 00:00:00-04:00,102.3932,102.3862,104.3522,104.3522,0.7021,506895800,0,0,,,,
2007-04-27 00:00:00-04:00,104.1766,103.4394,105.1807,104.9911,0.7021,497093300,0,0,,,,
2007-05-04 00:00:00-04:00,105.0684,103.6851,106.1075,105.9671,0.7021,505325300,0,0,,,,
2007-05-11 00:00:00-04:00,105.9390,104.8086,107.3012,105.9250,0.7021,513142200,0,0,,,,
2007-05-18 00:00:00-04:00,105.9249,105.1736,107.1607,107.1607,0.7021,603182100,0,0,,,,
2007-05-25 00:00:00-04:00,107.1326,105.8407,107.7786,106.5077,0.7021,661502200,0,0,,,,
2007-06-01 00:00:00-04:00,106.6833,106.2620,108.4105,108.1859,0.7021,433672000,0,0,,,,
2007-06-08 00:00:00-04:00,107.8067,104.6611,108.4035,106.0513,0.7021,777324100,0,0,,,,
2007-06-15 00:00:00-04:00,106.4308,105.4577,108.3559,107.9399,0.7052,829549100,0,0,,,,
2007-06-22 00:00:00-04:00,108.1585,105.6693,108.2996,106.1629,0.7052,786735600,0,0,,,,
2007-06-29 00:00:00-04:00,105.9443,104.4070,106.9386,106.0783,0.7052,1001504900,0,0,,,,
2007-07-06 00:00:00-04:00,106.3886,106.3180,108.0104,107.8765,0.7052,327793400,0,0,,,,
2007-07-13 00:00:00-04:00,108.0034,106.1417,109.6253,109.1951,0.7052,673995100,0,0,,,,
2007-07-20 00:00:00-04:00,109.2938,107.7707,109.6746,108.2431,0.7052,853182600,0,0,,,,
2007-07-27 00:00:00-04:00,108.7226,102.2845,109.1034,102.3268,0.7052,1533710900,0,0,,,,
2007-08-03 00:00:00-04:00,102.9050,100.9799,105.3943,101.4030,0.7052,1721820800,0,0,,,,
2007-08-10 00:00:00-04:00,101.6921,100.5075,106.1911,102.0447,0.7052,1601119800,0,0,,,,
2007-08-17 00:00:00-04:00,103.3070,96.6079,103.5820,102.0447,0.7052,1704847500,0,0,,,,
2007-08-24 00:00:00-04:00,102.3691,101.0434,104.5975,104.5975,0.7052,850360700,0,0,,,,
2007-08-31 00:00:00-04:00,104.2590,101.1633,104.7173,104.0756,0.7052,917764000,0,0,,,,
2007-09-07 00:00:00-04:00,103.9769,102.4326,105.7609,103.0038,0.7052,649649800,1,0,Bullish,105.7609,102.4326,104.0968
2007-09-14 00:00:00-04:00,103.3211,101.7767,105.3872,104.9994,0.7052,779932400,0,0,,,,
2007-09-21 00:00:00-04:00,105.0795,104.5977,109.3872,107.6726,0.7085,884054500,0,0,,,,
2007-09-28 00:00:00-04:00,107.9915,106.6099,108.5370,108.1048,0.7085,653372500,0,0,,,,
2007-10-05 00:00:00-04:00,108.1190,108.0481,110.5988,110.4216,0.7085,591641100,0,0,,,,
2007-10-12 00:00:00-04:00,110.0957,109.4935,111.6049,110.7617,0.7085,625121600,0,0,,,,
2007-10-19 00:00:00-04:00,110.7192,106.0360,110.8680,106.0431,0.7085,989902300,0,0,,,,
2007-10-26 00:00:00-04:00,105.4691,105.3274,108.8416,108.8416,0.7085,1182627600,0,0,,,,
2007-11-02 00:00:00-04:00,109.0613,105.7171,110.0107,107.1271,0.7085,1125046000,0,0,,,,
2007-11-09 00:00:00-05:00,106.0218,102.6563,107.7718,102.8335,0.7085,1363536200,0,0,,,,
2007-11-16 00:00:00-05:00,102.8831,101.8132,105.8518,103.2940,0.7085,1236645700,0,0,,,,
2007-11-23 00:00:00-05:00,102.9327,100.3750,103.1098,102.1179,0.7085,1019214300,0,0,,,,
2007-11-30 00:00:00-05:00,102.3304,99.6593,106.1847,105.3274,0.7085,1189044700,0,0,,,,
2007-12-07 00:00:00-05:00,104.9944,103.6624,107.3396,106.9216,0.7085,757531800,0,0,,,,
2007-12-14 00:00:00-05:00,107.1837,104.2222,108.3244,104.2717,0.7085,1093400500,0,0,,,,
2007-12-21 00:00:00-05:00,104.4263,102.5388,105.7155,105.5089,0.7123,982654100,0,0,,,,
2007-12-28 00:00:00-05:00,106.0004,104.6328,106.6129,104.9177,0.7123,352074300,0,0,,,,
2008-01-04 00:00:00-05:00,104.7753,100.3664,105.1386,100.6513,0.7123,670526600,0,0,,,,
2008-01-11 00:00:00-05:00,101.0074,98.0800,101.7838,99.8251,0.7123,1465959400,0,0,,,,
2008-01-18 00:00:00-05:00,100.5444,93.3790,101.0430,94.0627,0.7123,1535562300,0,0,,,,
2008-01-25 00:00:00-05:00,90.6082,89.7464,97.4104,94.7608,0.7123,1477389900,0,0,,,,
2008-02-01 00:00:00-05:00,94.9175,94.0627,99.4404,99.4190,0.7123,1272366500,0,0,,,,
2008-02-08 00:00:00-05:00,99.1555,93.8277,99.2196,94.7821,0.7123,1181381300,0,0,,,,
2008-02-15 00:00:00-05:00,94.8035,94.0485,97.6241,96.2565,0.7123,996516000,0,0,,,,
2008-02-22 00:00:00-05:00,97.3819,94.6325,97.5885,96.5984,0.7123,771817900,0,0,,,,
2008-02-29 00:00:00-05:00,96.5414,94.5756,99.1056,95.3163,0.7123,994469800,0,0,,,,
2008-03-07 00:00:00-05:00,94.8320,91.5840,95.9930,92.3889,0.7123,1317024300,0,0,,,,
2008-03-14 00:00:00-04:00,92.4815,90.8789,95.2807,92.3177,0.7123,1642477300,0,0,,,,
2008-03-21 00:00:00-04:00,90.5987,90.2408,96.3823,94.5427,0.7158,1331020000,0,0,,,,
2008-03-28 00:00:00-04:00,95.4232,93.8126,97.2127,94.1347,0.7158,1004908100,0,0,,,,
2008-04-04 00:00:00-04:00,93.9773,93.8341,98.7517,97.9857,0.7158,1012481800,0,0,,,,
2008-04-11 00:00:00-04:00,98.6872,95.2084,99.1883,95.4733,0.7158,914734500,0,0,,,,
2008-04-18 00:00:00-04:00,95.3372,94.7217,99.8969,99.1238,0.7158,920376400,0,0,,,,
2008-04-25 00:00:00-04:00,98.9449,97.9929,100.1331,99.9255,0.7158,894231800,0,0,,,,
2008-05-02 00:00:00-04:00,100.1259,98.9663,101.9083,101.2927,0.7158,808385200,0,0,,,,
2008-05-09 00:00:00-04:00,100.9634,99.1023,101.7866,99.4244,0.7158,828021000,0,0,,,,
2008-05-16 00:00:00-04:00,99.6750,99.3027,102.2661,102.1158,0.7158,860072700,0,0,,,,
2008-05-23 00:00:00-04:00,102.2232,98.4367,103.2898,98.5226,0.7158,949138100,0,0,,,,
2008-05-30 00:00:00-04:00,98.6371,98.4438,100.8775,100.4624,0.7158,640900200,0,1,Bearish,100.8775,98.4438,99.6607
2008-06-06 00:00:00-04:00,100.0901,97.5061,100.8489,97.5562,0.7158,1321816700,0,0,,,,
2008-06-13 00:00:00-04:00,97.9642,95.5734,98.4223,97.4560,0.7158,1269907600,0,0,,,,
2008-06-20 00:00:00-04:00,97.5119,94.3970,98.6413,94.6559,0.7194,1236913800,0,0,,,,
2008-06-27 00:00:00-04:00,95.0228,91.3899,95.9652,91.7424,0.7194,1321449300,0,0,,,,
2008-07-04 00:00:00-04:00,92.0014,89.9152,92.9150,90.8648,0.7194,1174881700,0,0,,,,
2008-07-11 00:00:00-04:00,91.2101,88.1168,91.8935,89.0879,0.7194,2002730700,0,0,,,,
2008-07-18 00:00:00-04:00,90.1094,86.3399,90.9439,90.6274,0.7194,1839386900,0,0,,,,
2008-07-25 00:00:00-04:00,91.0087,89.8145,92.9078,90.2677,0.7194,1299231100,0,0,,,,
2008-08-01 00:00:00-04:00,90.2893,88.7858,92.5122,90.7569,0.7194,1347509900,0,0,,,,
2008-08-08 00:00:00-04:00,90.6705,89.7497,93.4689,93.0661,0.7194,1156496800,0,0,,,,
2008-08-15 00:00:00-04:00,93.1380,91.8431,94.6055,93.6416,0.7194,1139575900,0,0,,,,
2008-08-22 00:00:00-04:00,93.8286,90.8864,93.8646,93.2675,0.7194,940772100,0,0,,,,
2008-08-29 00:00:00-04:00,92.6560,91.0590,93.7639,92.6488,0.7194,858819800,0,0,,,,
2008-09-05 00:00:00-04:00,93.5409,87.7642,94.0300,89.5051,0.7194,1133857800,0,0,,,,
2008-09-12 00:00:00-04:00,92.1093,87.4765,92.2532,90.7066,0.7194,1713539300,0,0,,,,
2008-09-19 00:00:00-04:00,88.0046,82.3392,92.6135,89.8062,0.7235,2966649400,0,1,Bearish,92.6135,82.3392,87.4763
2008-09-26 00:00:00-04:00,90.0450,85.2262,90.2620,87.4402,0.7235,1503425700,0,0,,,,
2008-10-03 00:00:00-04:00,86.2029,79.3582,86.3476,79.8357,0.7235,1947635500,0,0,,,,
2008-10-10 00:00:00-04:00,77.5277,60.4738,77.8677,64.0336,0.7235,3281575900,0,0,,,,
2008-10-17 00:00:00-04:00,67.9190,62.6154,76.3555,67.4415,0.7235,2671940000,0,0,,,,
2008-10-24 00:00:00-04:00,68.9898,60.7776,71.7031,62.9772,0.7235,2374443200,0,0,,,,
2008-10-31 00:00:00-04:00,62.2030,60.5606,71.3197,70.0607,0.7235,2394474300,0,0,,,,
2008-11-07 00:00:00-05:00,70.0245,65.1623,72.9766,67.9118,0.7235,1798169800,0,0,,,,
2008-11-14 00:00:00-05:00,68.8886,59.3957,69.1201,62.6733,0.7235,2468096000,0,0,,,,
2008-11-21 00:00:00-05:00,62.4996,53.7882,64.0770,57.5361,0.7235,3030111200,0,0,,,,
2008-11-28 00:00:00-05:00,59.2727,58.1439,65.2130,65.1840,0.7235,1465860000,0,0,,,,
2008-12-05 00:00:00-05:00,63.3172,59.2292,63.9757,63.6211,0.7235,2275378100,0,0,,,,
2008-12-12 00:00:00-05:00,65.3649,61.6459,66.8409,64.3881,0.7235,1959958100,0,0,,,,
2008-12-19 00:00:00-05:00,64.9327,62.9414,67.4200,64.3272,0.7294,1592338100,0,0,,,,
2008-12-26 00:00:00-05:00,64.6117,62.3578,64.6774,63.5759,0.7294,602214000,0,0,,,,
2009-01-02 00:00:00-05:00,63.6343,62.4381,68.1567,67.8066,0.7294,717605700,0,0,,,,
2009-01-09 00:00:00-05:00,67.5658,62.2630,68.8934,64.9837,0.7294,1444297800,0,0,,,,
2009-01-16 00:00:00-05:00,64.8014,59.6079,64.8524,62.0442,0.7294,2001666900,0,0,,,,
2009-01-23 00:00:00-05:00,61.4388,58.3898,62.0442,60.6218,0.7294,1598956800,0,0,,,,
2009-01-30 00:00:00-05:00,60.9719,59.9653,64.1522,60.4176,0.7294,1599551600,0,0,,,,
2009-02-06 00:00:00-05:00,59.4985,56.6976,63.7073,63.4447,0.7294,1673389500,0,0,,,,
2009-02-13 00:00:00-05:00,63.4301,59.1192,63.9990,60.3665,0.7294,1864031100,0,0,,,,
2009-02-20 00:00:00-05:00,58.4700,55.2679,60.5124,56.4714,0.7294,1635919000,0,0,,,,
2009-02-27 00:00:00-05:00,57.0914,53.8382,58.1126,53.9258,0.7294,2101752900,0,0,,,,
2009-03-06 00:00:00-05:00,52.8973,48.9439,53.9185,50.2714,0.7294,2308986100,0,0,,,,
2009-03-13 00:00:00-04:00,49.5639,49.4034,56.1505,55.5013,0.7294,1889958900,0,0,,,,
2009-03-20 00:00:00-04:00,56.5377,55.4284,59.5056,56.3540,0.7346,1990331000,1,0,Bullish,59.5056,55.4284,57.4670
2009-03-27 00:00:00-04:00,57.8454,57.5295,61.1953,59.9538,0.7346,1936336900,0,0,,,,
2009-04-03 00:00:00-04:00,58.6241,57.2723,62.1577,61.9006,0.7346,1826242100,0,0,,,,
2009-04-10 00:00:00-04:00,61.2247,59.8803,63.0466,63.0392,0.7346,1023870700,0,0,,,,
2009-04-17 00:00:00-04:00,62.3854,61.4231,64.3910,63.9722,0.7346,1350024300,0,0,,,,
2009-04-24 00:00:00-04:00,62.8409,60.7912,64.1412,63.6637,0.7346,1360782900,0,0,,,,
2009-05-01 00:00:00-04:00,62.9438,62.2679,65.3974,64.5673,0.7346,1386543700,0,0,,,,
2009-05-08 00:00:00-04:00,65.0522,64.9273,68.4829,68.3066,0.7346,1438907000,0,0,,,,
2009-05-15 00:00:00-04:00,67.3663,64.7583,67.6675,65.1697,0.7346,1331575400,0,0,,,,
2009-05-22 00:00:00-04:00,65.7868,64.8391,68.1743,65.3974,0.7346,1159072100,0,0,,,,
2009-05-29 00:00:00-04:00,64.9125,64.8832,68.8355,67.9760,0.7346,1030070800,0,0,,,,
2009-06-05 00:00:00-04:00,68.8135,68.1450,70.2828,69.4600,0.7346,1236792000,0,0,,,,
2009-06-12 00:00:00-04:00,68.9384,68.3507,70.6060,69.8494,0.7346,1219567000,0,0,,,,
2009-06-19 00:00:00-04:00,69.4164,67.1040,69.4608,67.9980,0.7388,1102335400,0,0,,,,
2009-06-26 00:00:00-04:00,67.3331,65.6413,68.1458,67.8502,0.7388,1098791100,0,0,,,,
2009-07-03 00:00:00-04:00,68.0497,66.3135,68.8771,66.3505,0.7388,782720500,0,0,,,,
2009-07-10 00:00:00-04:00,65.7078,64.2745,66.4392,64.9837,0.7388,956936900,1,0,Bullish,66.4392,64.2745,65.3569
2009-07-17 00:00:00-04:00,65.2423,64.7104,69.8228,69.5420,0.7388,989515000,0,0,,,,
2009-07-24 00:00:00-04:00,69.9484,69.5864,72.5046,72.4455,0.7388,990764400,0,0,,,,
2009-07-31 00:00:00-04:00,72.3125,71.6476,73.7531,72.9996,0.7388,973277300,0,0,,,,
2009-08-07 00:00:00-04:00,73.7679,73.3689,75.3784,74.7652,0.7388,951062600,0,0,,,,
2009-08-14 00:00:00-04:00,74.4254,73.4798,75.0682,74.4624,0.7388,883317700,0,0,,,,
2009-08-21 00:00:00-04:00,73.0291,72.4824,76.1911,76.0729,0.7388,1002678100,0,0,,,,
2009-08-28 00:00:00-04:00,76.3832,75.3120,77.0924,76.3758,0.7388,944464800,0,0,,,,
2009-09-04 00:00:00-04:00,75.6297,73.5610,76.2724,75.4006,0.7388,955393600,0,0,,,,
2009-09-11 00:00:00-04:00,76.0951,75.6444,77.7943,77.4027,0.7388,602784100,0,0,,,,
2009-09-18 00:00:00-04:00,77.1108,76.5689,80.2136,79.2189,0.7423,935766000,0,0,,,,
